platform,country,rating,version,author,updated,title,text,categories
"android","dk","1","3.7.1","En Google-bruger","2018-06-20T17:28:39.740Z","","Jeg kan pludselig ikke logge ind med app men har ingen problemer over nettet","login_adgang"
"android","dk","1","3.7","En Google-bruger","2018-06-09T20:31:07.700Z","","Kan ikke starte efter sidste opdatering",""
"android","dk","4","3.7","En Google-bruger","2018-06-09T07:00:21.609Z","","Bruger Kampklar meget; men kan efter sidste opdatering ikke åbne på Samsung  telefon.","login_adgang"
"android","dk","1","","En Google-bruger","2018-06-06T16:18:16.847Z","","Ja med nyeste opdatering åbner appen heller ikke med samsung s4 android  4.4.2. Har afinstalleret og installeret igen men virker overhovedet ikke?  Selvom der står den er kompatibel med enheden. Hvad sker der??",""
"android","dk","1","","En Google-bruger","2018-06-03T19:17:02.641Z","","Appen virker ikke - skriver den er stoppet....","nedbrud_fejl"
"android","dk","1","3.6.1","En Google-bruger","2018-04-09T14:46:53.390Z","","Den crasher alt for tit.","nedbrud_fejl"
"android","dk","3","3.6.1","En Google-bruger","2018-04-04T11:06:21.913Z","","Tanken om at samle alt der relaterer sig til ens barns fodboldhold/-klub, træning og turneringer på én platform er super god. Det vil er ærgerligt, hvis klubberne føler sig tvunget til at bede forældrene om at deltage via et socialt medie, fordi Fodbold app'en ikke har de nødvendige funktioner. Derfor er min opfordring: Lær af Facebook og pak det ind i et fodbold-univers, som er til gavn for spillere, forældre, dommere osv. I er godt på vej!",""
"android","dk","2","3.6.1","En Google-bruger","2018-04-03T21:03:07.314Z","","Har haft brug for app'en i mange år, men jeg får ingen notifikationer længere, selvom mine valg er sat som de plejer.","notifikationer"
"android","dk","5","3.6.1","En Google-bruger","2018-03-28T11:54:59.254Z","","Sejt",""
"android","dk","4","3.6","En Google-bruger","2018-03-28T10:53:53.647Z","","Nyder at føle hobro ik på denne app.",""
"android","dk","1","3.6","En Google-bruger","2018-01-22T19:54:33.520Z","","Virker kun på google-android, ??????",""
"android","dk","2","3.6","En Google-bruger","2018-01-21T10:47:08.480Z","","Man kan godt se at denne app ikke har taget lang tid at lave da den crasher 60% af tiden også bare når man åbner den Og så for det andet er den meget svær at bruge","ux_findbarhed|nedbrud_fejl"
"android","dk","3","3.6","En Google-bruger","2017-12-06T23:13:06.409Z","","Har her den sidste måneds tid ikke kunne åbne ""Dommer ID kort"" hvilket jo er ret vigtigt når man ikke længere har et fysisk kort at vise.  Har prøvet at geninstallere og opdatere. Generelt er app'en meget ustabil og crasher ca 50% af de gange jeg bruger den.","nedbrud_fejl|login_adgang"
"android","dk","4","3.5.6","En Google-bruger","2017-10-18T10:13:26.843Z","","Fed app, men designet/UI kunne være meget bedre.","ux_findbarhed"
"android","dk","1","3.5.6","En Google-bruger","2017-10-04T14:57:31.935Z","","Den crasher hver gang jeg prøver at oprette nyt login..","nedbrud_fejl|login_adgang"
"android","dk","5","","En Google-bruger","2017-10-03T16:00:34.373Z","","Man kan se hvornår man skal spille kamp og træne",""
"android","dk","5","3.3.2","En Google-bruger","2017-09-23T07:21:07.965Z","","God👌",""
"android","dk","1","3.5.5","En Google-bruger","2017-09-06T17:32:40.244Z","","Kan ikke oprette mig, siger prøv igen senere....(og nej det gider man ikke i et skema, der kræver SÅ mange oplysninger..)",""
"android","dk","1","","En Google-bruger","2017-08-31T07:21:39.384Z","","Kan ikke oprette profil og logge på....",""
"android","dk","1","3.5.5","En Google-bruger","2017-08-26T11:17:47.134Z","","Kan ikke logge på, da den crasher, når jeg vil oprette en ny dbu-profil...  Virkelig belastende","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2017-08-22T20:46:04.650Z","","God at bruge",""
"android","dk","1","","En Google-bruger","2017-08-22T17:42:12.181Z","","Fungere ikke. Kan ikke oprette bruger.","login_adgang"
"android","dk","1","3.5.4","En Google-bruger","2017-08-22T15:22:31.738Z","","Den virker ikke på Android 4.4.4 den starter på logo skærm og går over på siden med søge funktion, der efter hurtig tilbage til logo skærmen igen og så gentager det sig igen og igen. Få det nu lavet😢","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2017-08-18T20:05:33.671Z","","Perfekt 👌",""
"android","dk","4","3.5.3","En Google-bruger","2017-08-15T20:21:44.449Z","","Crasher nogle gange ud af det blå. Ellers rigtig fin app.","nedbrud_fejl"
"android","dk","1","","En Google-bruger","2017-08-15T19:30:29.443Z","","Melder der er sket en fejl og jeg kan ikke logge på. Har Android 5.0.","nedbrud_fejl"
"android","dk","4","3.5.3","En Google-bruger","2017-08-14T19:51:58.300Z","","Jeg er både træner og forældre og appen fungerer rigtig godt for mig. Meget nem at anvende :-)","ros"
"android","dk","1","3.5.2","En Google-bruger","2017-08-13T14:37:09.437Z","","Jeg har i lang tid brugt appendiks men nu kan jeg ikke komme ind på den. Skriver at den lukker ned og så kan jeg vælge bekræftelse eller ok.","nedbrud_fejl"
"android","dk","1","3.5.2","En Google-bruger","2017-08-13T12:41:49.120Z","","Jeg synes ikke om at det ikke virker😐",""
"android","dk","1","","En Google-bruger","2017-08-12T08:55:46.311Z","","Appen virker ikke","nedbrud_fejl"
"android","dk","4","3.5.2","En Google-bruger","2017-08-12T06:42:16.403Z","","Efter at have brugt og betalt for denne app gennem lang tid kan jeg pludselig ikke længere komme ind på den, jeg får besked på at den er lukket ned og så kan jeg trykke på endten ""bekræftelse"" eller ""ok""","notifikationer"
"android","dk","1","3.5.1","En Google-bruger","2017-08-11T07:33:16.876Z","","Hej har haft appen længe, men nu kan jeg ikke komme ind på den mere. Når jeg trykker på den står der at fodbold er stoppet, og så kan jeg trykke bekræftelse eller ok......og så går den ud.......har afinstalleret og prøvet igen uden held. Vh Michael",""
"android","dk","1","3.5","En Google-bruger","2017-08-09T00:48:45.665Z","","Kan ikke oprette en bruger profil, da jeg ikke kan ""få lov"" at vælge køn..","login_adgang"
"android","dk","4","3.5","En Google-bruger","2017-08-08T20:31:05.543Z","","God app men crasher når jeg vil se stillingen","nedbrud_fejl"
"android","dk","4","3.4.1","En Google-bruger","2017-08-03T05:40:39.270Z","","Har problemer med synkronisering af kalenderen til min egen kalender. Har Android telefon. Der sender en mail med link til ICall, men siden oplyser at.der ikke er tilgængelighed. Hvad kan jeg gøre?",""
"android","dk","5","3.4.1","En Google-bruger","2017-07-13T16:30:16.923Z","","RETTELSE: Kanon app og nem at bruge. De hjælper hurtigt i tilfælde problemer 👍👍👍  Det er en god app. Men ringe når abonnement ikke er fjernet som lovet d.1/7  Når delen er fjernet appen er klar til brug kan den få 5 stjerner","ros"
"android","dk","1","3.4.1","En Google-bruger","2017-07-11T09:19:42.418Z","","Den skriver at det skal være gratis efter 1/7 men det er det stadig ikke",""
"android","dk","5","3.3.2","En Google-bruger","2017-07-08T16:08:35.321Z","","Det er en rigtig god App","ros"
"android","dk","3","3.4.1","En Google-bruger","2017-07-07T06:36:20.613Z","","Den går meget ofte ned eller kan slet ikke komme ind. Mine hold burde være gratis nu, efter 1/7, men det er det ikke. Fin app for holdledere når det virker",""
"android","dk","3","3.4.1","En Google-bruger","2017-06-17T04:56:50.552Z","","App har mange gode funktioner, desværre går den ofte ned. Havde der ikke været problemerne med den går ned havde jeg givet 5 stjerner.","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2017-06-02T20:52:47.690Z","","Bedste",""
"android","dk","1","3.4.1","En Google-bruger","2017-05-23T20:58:46.400Z","","Kan ikke komme ind i appen den starter op men så går den bare i hvid skærm lidt efter hvad gør jeg",""
"android","dk","5","","En Google-bruger","2017-05-13T14:38:19.574Z","","Nice",""
"android","dk","4","3.4","En Google-bruger","2017-05-12T22:16:34.223Z","","Den er god nok",""
"android","dk","5","3.4","En Google-bruger","2017-05-02T08:35:18.794Z","","Super til at holde styr på boldspillet",""
"android","dk","5","3.4","En Google-bruger","2017-04-30T13:42:27.530Z","","Genehal",""
"android","dk","1","3.4","En Google-bruger","2017-04-29T10:48:51.658Z","","Den siger hele tiden der er en fejl når man skal logge ind","nedbrud_fejl|login_adgang"
"android","dk","1","3.4","En Google-bruger","2017-04-26T08:14:47.662Z","","Det er en dårlig app, der har altid problem",""
"android","dk","1","3.3.2","En Google-bruger","2017-04-23T17:27:26.429Z","","Har ikke prøvet det endnu, da jeg aldrig kan logge ind eller oprette bruger","login_adgang"
"android","dk","3","","En Google-bruger","2017-04-23T15:56:23.910Z","","Der er den mærkeligste app den gider ikke login  synes det er lidt dumt lavet   Tænk lige over  hvad i laver før i sender noget  Undskyld for sproget men er meget gal     Kan bedre lide en lort spil end den her    Og hvis ikke laver en normal app så kan i lige så godt lade være med at sige vi skal betale total nederlag      Er i virkelig dårlig humør","sprog|login_adgang"
"android","dk","1","","En Google-bruger","2017-04-21T13:27:59.872Z","","Lort",""
"android","dk","5","","En Google-bruger","2017-03-31T06:01:33.460Z","","Super god",""
"android","dk","1","3.3.1","En Google-bruger","2017-03-26T19:04:47.625Z","","Kan ikke passe at man skal opgive SÅ mange oplysninger bare for at holde styr på ens børns kampprogram :-(",""
"android","dk","2","3.3","En Google-bruger","2017-03-12T08:58:18.583Z","","Falder ofte ud",""
"android","dk","2","3.2.2","En Google-bruger","2017-02-26T12:58:15.506Z","","Oprettelse af bruger/login fungerer virkeligt elendigt.","login_adgang"
"android","dk","5","3.2","En Google-bruger","2017-02-20T20:20:28.450Z","","Super fantastisk","ros"
"android","dk","3","3.2.1","En Google-bruger","2017-02-18T19:15:38.307Z","","Savner de administrative muligheder som  Web versionen hsr",""
"android","dk","5","3.2.1","En Google-bruger","2017-01-28T09:51:42.592Z","","Super brugervenlig","login_adgang"
"android","dk","3","3.0.2","En Google-bruger","2016-11-05T10:19:39.222Z","","Problem på Android med at åbne eks. under kampe i dommergerning. Virkede perfekt indtil opdateringen...",""
"android","dk","1","","En Google-bruger","2016-10-26T08:48:39.207Z","","Mindre god app.",""
"android","dk","1","3.0.2","En Google-bruger","2016-10-23T09:55:20.729Z","","App'en virkede fint på Android indtil seneste opdatering. Nu virker intet. Utroligt at udviklerne ikke har løst problemet.",""
"android","dk","1","3.0.1","En Google-bruger","2016-09-18T14:42:00.419Z","","Login mislykkes konstant, selv om jeg indtaster korrekte oplysninger. Reset af password hjælper ikke. App'en gemmer heller ikke brugerinfo, på trods af at jeg markerer ""husk mig"".","login_adgang"
"android","dk","1","3.0.1","En Google-bruger","2016-09-16T21:34:15.629Z","","Lort",""
"android","dk","1","3.0.1","En Google-bruger","2016-09-14T17:56:53.654Z","","Simpelthen så ringe....",""
"android","dk","1","3.0.1","En Google-bruger","2016-09-13T19:17:46.833Z","","Hver gang det er opdateringer er der noget andet der går galt med det som fungerede... fnys",""
"android","dk","5","2.5","En Google-bruger","2016-09-09T17:42:08.458Z","","Er rigtigt god",""
"android","dk","2","3.0","En Google-bruger","2016-09-09T17:08:10.474Z","","Stopper like 5 gange om dagen",""
"android","dk","1","3.0.1","En Google-bruger","2016-09-07T16:22:29.850Z","","Eneste app jeg har betalt for, men den går ned konstant, ikke godt nok","nedbrud_fejl"
"android","dk","1","3.0","En Google-bruger","2016-09-02T19:55:17.739Z","","Når App'en virker er det en fem stjernet App. Ny version er der intet der virker. Håber på ny opdatering snart",""
"android","dk","1","","En Google-bruger","2016-09-02T17:57:29.550Z","","Har prøvet at afinstallere og geninstallere - samme resultat. Kan ikke melde drengen til kampe... Direkte pinligt at release noget så ringe!",""
"android","dk","2","3.0","En Google-bruger","2016-08-31T19:05:07.454Z","","Afinstalleret og installeret på ny. Virker, men undvær at opdatere. OBD man tvinges nu til købe abonnement! Det en OM er",""
"android","dk","1","3.0","En Google-bruger","2016-08-31T18:53:01.954Z","","App'en i sig har glimrende hensigter. Den virker bare ikke. Og den går konstant ned.",""
"android","dk","1","3.0","En Google-bruger","2016-08-30T19:14:25.834Z","","Lad hver med at opdatere. Det duer ikke .",""
"android","dk","1","2.7.4","En Google-bruger","2016-08-27T23:28:17.316Z","","Der kommer fejl hele tiden. Skal hente appen hele tiden😈","nedbrud_fejl"
"android","dk","2","2.7.4","En Google-bruger","2016-08-27T06:16:12.996Z","","Øv øv jeg kan ikke tilføje hold som mine favoritter. Jeg skal ind og finde holdene hver gang. Ellers synes jeg den fungerer godt.",""
"android","dk","2","2.7.4","En Google-bruger","2016-08-23T06:38:03.658Z","","Typisk DBU kan logge på hver 3 gang jeg prøver! Det er blevet værre med årene.",""
"android","dk","1","2.7.4","En Google-bruger","2016-08-21T06:35:12.713Z","","I denne uge har den crash'et over 20 gange - få det nu fikset! Kan simpelthen ikke være rigtigt at man ikke kan bruge andre apps på telefonen. Og telefonen rent faktisk anbefaler afinstallation fordi den crasher så meget!","nedbrud_fejl"
"android","dk","2","2.7.4","En Google-bruger","2016-08-18T07:32:08.975Z","","Jeg har lige fået oprettede en konto og kan ikke logge in log in mislykes.. o_O",""
"android","dk","3","2.7.4","En Google-bruger","2016-08-17T07:06:07.671Z","","ALT FOR MANGE FEJL OG ALTID BØVL NÅR MAN SKAL LOGGE PÅ","nedbrud_fejl"
"android","dk","3","2.7.4","En Google-bruger","2016-08-15T22:46:00.322Z","","Super fed mulighed for at indberette livescore mm. Desværre mange fejl i app'en stadigvæk. Crash når man skifter mellem apps, tiden står stille i livescore indberetning når skærmen er slukket.","nedbrud_fejl"
"android","dk","2","2.7.4","En Google-bruger","2016-08-14T05:42:39.404Z","","Crasher konstant nu.","nedbrud_fejl"
"android","dk","2","2.7.4","En Google-bruger","2016-08-13T09:43:46.540Z","","virker aldrig når det skal",""
"android","dk","1","2.7.4","En Google-bruger","2016-08-08T18:09:44.765Z","","Virker ikke. Kan ikke hente hold eller rækker...","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2016-08-06T10:32:59.739Z","","Mega god app",""
"android","dk","2","","En Google-bruger","2016-08-04T10:00:11.599Z","","Stopper hele tiden",""
"android","dk","3","2.7","En Google-bruger","2016-08-01T15:25:58.758Z","","Det er ikke smart med en opdatering der skal rette fejlene, når den ikke kan opdatere.","nedbrud_fejl"
"android","dk","2","2.7.2","En Google-bruger","2016-07-29T10:16:05.661Z","","Kan ikke hente info i kampklar og crasher konstant","nedbrud_fejl"
"android","dk","1","","En Google-bruger","2016-07-24T13:35:28.458Z","","Lort",""
"android","dk","5","2.5.1","En Google-bruger","2016-07-11T22:19:38.298Z","","Super app","ros"
"android","dk","2","2.7","En Google-bruger","2016-07-11T14:16:51.297Z","","Ret jeres fejl. De er over alt!!!!","nedbrud_fejl"
"android","dk","5","2.6.4","En Google-bruger","2016-07-06T17:18:39.863Z","","virker fint","ros"
"android","dk","1","1.0.1","En Google-bruger","2016-07-05T15:29:27.370Z","","Fem gange jeg ikke kunne komme videre.  Im out",""
"android","dk","2","2.6.4","En Google-bruger","2016-06-07T13:30:36.271Z","","For mange fejl. Når man sætter hold viser den fejl, trykker på ok, så er holdet der, men nårmen er i live score er der ingen hold og appen ender med at den har sin egen mening stopper midt i halv leg, man kan ikke markere målscorer fordi holdkortet ikke er der. Appen er blevet elendig efter den blev opdateret. ....","nedbrud_fejl"
"android","dk","2","2.6.3.1","En Google-bruger","2016-05-21T13:10:15.463Z","","Ved brug af gratis funktioner er den for langsom og ikke optimal. Jeg nægter at betale for appens gode funktioner","nedbrud_fejl"
"android","dk","1","2.6.3.1","En Google-bruger","2016-05-21T13:08:38.178Z","","Det kan formentlig ikke lade sig gøre at oprette sig som bruger. Hvis brugernavnet er brugt bliver man smidt af og skal starte helt forfra. Det bliver man hurtigt træt af når man skal taste ALT ind igen. Hvorfor skal man i det hele taget oprette en profil for at have sine egne hold???","login_adgang"
"android","dk","1","2.6.3","En Google-bruger","2016-05-20T18:52:46.984Z","","Du kan ikke lave en bruger. Det lort","login_adgang"
"android","dk","3","2.6.2","En Google-bruger","2016-05-19T14:50:25.580Z","","Meget dårligt at den hele tiden går i hak når man har været ude af appen og skal ind i den igen!!!  Få det nu fixet!!!  har en Xperia Z",""
"android","dk","1","2.6.2","En Google-bruger","2016-05-16T02:33:06.930Z","","Den crasher hver gang man skal bruge den,efter at den er blevet opdateret.  Få det nu lavet..","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2016-05-13T17:08:09.620Z","","Alt for fodbold i finger spidsen",""
"android","dk","1","","En Google-bruger","2016-05-13T12:18:41.393Z","","Problemer efter update 11/5-2016",""
"android","dk","1","","En Google-bruger","2016-05-12T11:30:42.722Z","","Lukker konstant ned. Kan ikke finde brugeren? Hvad???","ux_findbarhed|login_adgang"
"android","dk","1","2.6.2","En Google-bruger","2016-05-11T16:24:14.660Z","","Efter update er appen blevet betydeligt dårligere den lukker konstant og man kan derfor ikke lave live update",""
"android","dk","5","","En Google-bruger","2016-05-05T10:01:30.357Z","","Man kan se stillingen i rækker og hvilket nummer man ligger i sin pulje med mange forskellige årgange og herrerne",""
"android","dk","3","2.6.1","En Google-bruger","2016-04-23T16:15:33.338Z","","Ok app, men vil ikke opdatere på nexus 7. Kan se andre har samme problem. Derudover  crasher den ofte på min telefon - Samsung Galaxy S6 edge","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2016-04-21T06:09:17.936Z","","😍",""
"android","dk","5","2.6.1","En Google-bruger","2016-04-04T19:33:23.276Z","","SÅ fedt at I har givet mulighed for Facebook-deling. Tak for det.",""
"android","dk","2","2.6.1","En Google-bruger","2016-04-03T09:59:27.557Z","","Har købt adgang til 'mine hold' og skal stort set logge ind hver gang jeg åbner app'en. Og en del crash - ikke okay.","nedbrud_fejl|login_adgang"
"android","dk","2","2.6.1","En Google-bruger","2016-03-20T19:41:43.476Z","","Denne app har altid kørt lidt dårlig, specielt på tablet. Men nu er det da hele tiden at den crasher. Det er ikke særlig godt for en fodboldtræner, der bruger denne til holdkort, hold info og vejvisning","nedbrud_fejl|login_adgang"
"android","dk","5","2.6.1","En Google-bruger","2016-03-19T01:28:10.828Z","","Denne aps er super god da den kan bruges af alle der dyrker sport ind for DBU og det er som spiller træner eller dommer og jeg er dommer og nyder at have denne aps :-)",""
"android","dk","5","","En Google-bruger","2016-03-01T17:43:36.703Z","","Der sup god",""
"android","dk","1","2.5","En Google-bruger","2016-02-12T16:32:20.371Z","","Kan ikke opdatere",""
"android","dk","4","","En Google-bruger","2016-02-05T18:42:15.929Z","","God app",""
"android","dk","4","2.5.1","En Google-bruger","2015-12-26T19:03:48.704Z","","Først og fremmest en rigtig god app. Men nu her har jeg ikke kunne opdatere den. Den laver fejl hvergang jeg prøver at installere den.","nedbrud_fejl|ros"
"android","dk","4","2.5.1","En Google-bruger","2015-12-04T06:04:50.104Z","","God",""
"android","dk","1","","En Google-bruger","2015-11-10T20:39:00.311Z","","Den gider ikke at downloade appen jeg har ventet i flere timer",""
"android","dk","4","2.5","En Google-bruger","2015-10-30T06:29:15.667Z","","Meget nem at bruge","ros"
"android","dk","3","2.4.5","En Google-bruger","2015-10-24T16:19:17.624Z","","Alt for ofte den melder fejl....","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2015-10-24T06:25:19.757Z","","Det er ne rigtig god app","ros"
"android","dk","4","2.4.5","En Google-bruger","2015-10-24T06:12:19.274Z","","God app",""
"android","dk","4","2.4.4","En Google-bruger","2015-10-18T06:01:47.544Z","","Nu ville det snart Være rart at i får fixet den app. ..den lukker jo ned hele tiden ?",""
"android","dk","4","2.4.4","En Google-bruger","2015-10-10T16:58:48.358Z","","Som sådan en ok app. I øjeblikket skal den ofte genstartes, hvilket er irriterende. Synes også det er svagt at visse funktioner kun virker hvis man køber abonnement, helt ærligt DBU alle os der bruger denne app, er enten frivillige ledere, ildsjæle og aktive spillere. Vi er jo roden til fodbold - Danmark. Gør det gratis at benytte alle funktioner ⚽⚽⚽","login_adgang"
"android","dk","5","","En Google-bruger","2015-09-29T17:37:20.690Z","","Sår kan man se om man har vundt",""
"android","dk","5","","En Google-bruger","2015-09-24T19:38:03.583Z","","Hvis du fx gør til fodbold i OB så kan du gå ind på en kamp og se hvem som at laver mål. Man kan også se hvis man selv laver mål !",""
"android","dk","4","2.4.4","En Google-bruger","2015-09-20T17:46:40.285Z","","Fint værktøj. Men har oplevet adskillige gange at appen fryser.","nedbrud_fejl"
"android","dk","5","2.4.4","En Google-bruger","2015-09-16T19:35:10.426Z","","Dejligt med en app der tydeligt bæger præg at være godt gennemtænkt når det kommer til usability.",""
"android","dk","1","2.4.3.1","En Google-bruger","2015-09-13T12:09:02.638Z","","Crasher ved startop. Har 7.9.2015 købt 6 mdr. abonnement, alligevel meddeles at abonnement er udløbet. Log på.Kan ikke logge på fordi app'en crasher. Not cool!","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2015-09-12T15:06:39.410Z","","Det er fint hvis man spiller fodbold kan man se hvilken plads man ligger på",""
"android","dk","5","2.4.3.1","En Google-bruger","2015-08-28T20:23:31.542Z","","Cool",""
"android","dk","1","","En Google-bruger","2015-08-20T10:11:17.155Z","","Der er konstant fejl og den bliver ved med at lukke ned.","nedbrud_fejl"
"android","dk","1","2.4.3.1","En Google-bruger","2015-08-19T09:39:32.578Z","","Kan ikke engang logge inde på min Dbu login. Kan ikke bruge Facebook, da jeg ikke gider have det..😧 Enhed: Samsung Galaxy s4","login_adgang"
"android","dk","4","2.4.3","En Google-bruger","2015-08-11T11:04:46.506Z","","Sådan. Meget bedre nu",""
"android","dk","5","2.4.3","En Google-bruger","2015-08-10T17:53:14.900Z","","Super nemt",""
"android","dk","4","2.4.2","En Google-bruger","2015-08-03T20:16:04.565Z","","Har en Samsung s5. Hvorfor kan man ikke lægge kampe ind i kalenderen fra app lige som fra Iphone",""
"android","dk","1","2.4.2","En Google-bruger","2015-07-07T11:45:52.339Z","","Meget primitiv app, Jeg skriver mit profil navn forkert under opsætning, og dereftet bliver jeg sendt tilbage til startmenuen og skal skrive det hele igen",""
"android","dk","3","2.4.2","En Google-bruger","2015-06-11T13:40:36.379Z","","Fed app. Men den crasher konstant.","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2015-05-16T12:01:03.432Z","","Rigtig god app","ros"
"android","dk","4","2.4.2","En Google-bruger","2015-05-11T05:48:34.461Z","","Man kan ikke se puljen man kan kun se sit ejet holds sejre men den crasher når man går ind i vis pulje","nedbrud_fejl"
"android","dk","5","","En Google-bruger","2015-05-01T21:42:34.224Z","","Hvad hedder jeres hold?",""
"android","dk","4","2.4.1","En Google-bruger","2015-04-29T09:25:31.230Z","","Har i en anelse om hvornår opdateringen til android kommer, så man kan logge ind med sit Facebooklogin igen?","login_adgang"
"android","dk","5","2.4.1","En Google-bruger","2015-04-19T10:24:38.572Z","","Det er en rigtig god app","ros"
"android","dk","1","","En Google-bruger","2015-04-15T09:20:00.671Z","","Kan hverken opdatere, eller installere fra ny efter afinstallation. Opdatering: jeg kan stadig ikke hente jeres app, på trods af at I har ""løst"" problemet.",""
"android","dk","4","2.4.1","En Google-bruger","2015-04-14T12:30:57.235Z","","Det er super fedt at vi som dommere  nu har adgang til vores kampe og kan se vores dommerkollegaer. Mangler lige at kunne overføre det til kalender i Android versionen ligesom man kan i IOS. Så vil den få 5 stjerner.","login_adgang"
"android","dk","5","2.4","En Google-bruger","2015-04-13T16:35:33.704Z","","Og tak til DBU for hurtig problem løsning 😊",""
"android","dk","5","","En Google-bruger","2015-04-11T08:34:28.869Z","","Super",""
"android","dk","4","2.3.2","En Google-bruger","2015-03-26T17:59:19.839Z","","God app der giver nemt overblik over kampe og hold. Jeg savner blot en mulighed for at overføre kampene til min kalender.",""
"android","dk","5","2.3.2","En Google-bruger","2015-03-22T21:12:19.120Z","","Goood",""
"android","dk","3","","En Google-bruger","2015-03-16T06:12:32.269Z","","Tak",""
"android","dk","4","2.3.2","En Google-bruger","2015-03-12T13:47:52.759Z","","Udfyldelse af holdkort og indberetninger virker glimrende. Meget nemmere end hjemmesiden.",""
"android","dk","5","2.3.2","En Google-bruger","2015-03-04T17:10:49.440Z","","Kanon",""
"android","dk","1","2.3.2","En Google-bruger","2015-01-25T08:18:46.977Z","","Hvorfor skal man betale for at indrapporterer kamp resultater og holdkort.",""
"android","dk","5","2.1.6","En Google-bruger","2014-10-17T15:48:56.327Z","","Det er et super værktøj hvis man skal sætte holdkort og indberette resultater. Simpelt og nemt",""
"android","dk","2","2.1.6","En Google-bruger","2014-10-07T16:57:25.100Z","","Kan ikke forstå hvorfor App'n skal have adgang til mine kontakter,  billeder mm.","login_adgang"
"android","dk","4","2.1.6","En Google-bruger","2014-10-07T09:21:05.431Z","","Træner",""
"android","dk","5","2.1.6","En Google-bruger","2014-10-04T06:46:15.938Z","","Alletiders til holdleder",""
"android","dk","2","2.1.6","En Google-bruger","2014-10-02T20:46:52.868Z","","Denne app kræver rettigheder, bla. Adgang til filer /billede, kontakter, kamera og telefon, det virker mystisk","login_adgang"
"android","dk","3","2.1.5","En Google-bruger","2014-09-24T12:26:32.100Z","","Mangler funktioner når det er android , disse funktioner er der på en iPhone",""
"android","dk","5","2.1.5","En Google-bruger","2014-09-18T17:59:16.953Z","","Det er en virkelig god app hvor man kan tjekke ens resultater og se hvor ens modstandere ligger",""
"android","dk","2","2.1.5","En Google-bruger","2014-09-14T08:17:04.399Z","","Der er altid sort skærm, og man kan ikke opdatere den.",""
"android","dk","5","2.1.5","En Google-bruger","2014-09-10T18:40:23.405Z","","Kan godt lide denne app. Meget praktisk.",""
"android","dk","5","","En Google-bruger","2014-09-08T07:23:40.764Z","","God",""
"android","dk","1","","En Google-bruger","2014-08-30T15:46:08.986Z","","Jeg vil super gerne have hentet denne app men da jeg trykker på installer siger den at denne app kan ikke hentes så det er lidt nej meget irriterende sååå det vil jeg ikke anbefale.",""
"android","dk","3","2.1.5","En Google-bruger","2014-08-29T15:26:40.263Z","","Fin app.. Dejligt at have dbu lige ved hånden. Dog en masse fejl der burde rettes.","nedbrud_fejl"
"android","dk","2","2.1.4","En Google-bruger","2014-08-28T20:06:46.139Z","","Man kan ikke oprette holdkort, eller indberette resultater. Bliver ved med at skulle logge ind. Det vil være rart, hvis det skulle blive fikset","login_adgang"
"android","dk","4","2.1.4","En Google-bruger","2014-08-26T20:12:07.430Z","","God app",""
"android","dk","1","2.1.3.5","En Google-bruger","2014-08-23T11:57:20.722Z","","Virker ikke på en LG 3.","nedbrud_fejl"
"android","dk","5","2.1.3.5","En Google-bruger","2014-08-19T05:08:38.327Z","","Super godt,  kunne ikke være bedre",""
"android","dk","5","2.1.3.5","En Google-bruger","2014-08-18T12:01:09.861Z","","Jeg er pro",""
"android","dk","1","2.1.3.5","En Google-bruger","2014-08-16T12:16:30.908Z","","Men sort skærm Skal Så slette den og køre den ind igen mmm",""
"android","dk","5","2.1.3.5","En Google-bruger","2014-08-16T11:21:02.982Z","","Uundværlig for fodbold folket",""
"android","dk","1","2.1.3.5","En Google-bruger","2014-08-11T19:16:56.322Z","","Nogen som har problemer med at den ikke virker på store skærme. Det er helt klemt  sammen på min nye mobil. Det er da mega belastende.",""
"android","dk","4","2.1.3.5","En Google-bruger","2014-07-29T10:12:23.921Z","","Kunne være rigtig godt at få tilføjet muligheden for kombineret kampprogram for sine favorit hold.","ros"
"android","dk","2","2.1.3.5","En Google-bruger","2014-06-17T15:40:56.972Z","","Mangler at føje til kalender",""
"android","dk","4","2.1.3.5","En Google-bruger","2014-06-12T18:52:05.889Z","","Virker ikke blot sort skærm","nedbrud_fejl"
"android","dk","5","2.1.3.5","En Google-bruger","2014-06-12T17:49:25.890Z","","Den er virkelig god",""
"android","dk","1","2.1.1","En Google-bruger","2014-05-23T07:50:37.993Z","","Kan åbne den en gang efter d en er installeret , så er den bare sort resten af tiden",""
"android","dk","5","2.1.1","En Google-bruger","2014-05-20T11:45:44.195Z","","God app så keg kan se hvilet kampe vi skal spille og hvad stilling vores hold har😱🙌😂",""
"android","dk","5","2.1.1","En Google-bruger","2014-05-14T20:11:09.925Z","","God app",""
