platform,country,rating,version,author,updated,title,text,categories
"android","dk","1","5.0.4","K A","2023-04-23T15:14:46.887Z","","Det må seriøst være en ommer! Hold da helt op, hvor er app'en blevet dårlig efter den er lavet om! Vil virkelig håbe, at den bliver lavet om igen, så det kan bliver nemt og overskueligt igen.. Ret ubrugelig som den er blevet lavet om til nu!",""
"android","dk","2","","Thomas Nørgaard","2023-04-22T13:09:40.233Z","","Umiddelbart ikke lige så intuitiv som den tidligere udgave og oftest får man en fejl ved til/framelding - selvom knapperne er aktive.","nedbrud_fejl"
"android","dk","1","5.0.3","Jørgen Michaelsen","2023-04-20T12:32:54.452Z","","Det nye design er umuligt at finde rundy i og det er ingen sammenhæng i hvordan det er sat op","ux_findbarhed"
"android","dk","1","5.0.1","Marlene Holck Rasmussen","2023-04-12T14:50:58.363Z","","Går i sort når man åbner appen efter opdatering 😏",""
"android","dk","1","5.0.1","Ole Nielsen","2023-04-12T11:38:06.918Z","","Har svært ved at forstå man skal lave noget om der virker. Fair nok og gøre det bedre men hvorfor ændre design osv.??? Jeg kan ikke søge på navne eller andet når jeg forsøger at tilføje spillere til holdkort. Får bare besked på: ""ingen spillere at vise med de valgte søgekreterier"" og det er lige meget hvad jeg søger på årgang, hold, afdeling eller navn. Rimelig træls hvis man skal til en computer hver gang for at sætte hold men det må jeg jo gøre denne gang.","ux_findbarhed|notifikationer"
"android","dk","4","5.0.1","Palle Andersen","2023-04-12T09:29:37.306Z","","Hvor kunne det altså være fedt, hvis man kunne se stats tilbage i tiden, altså historik! I må have dataen et sted",""
"android","dk","1","","Bjarne Petersen","2023-04-11T17:29:32.257Z","","Efter opdateringen af app'en. Så lukker min telefon ned og går i stå inden den så efter 4 min igen køre. Og det samme sker bare igen når jeg trykker på app'en igen 😥",""
"android","dk","5","","Boxer Cup Hildebrandt","2023-04-09T15:49:46.228Z","","Virker",""
"android","dk","3","3.29.1","Kenneth Johansen","2023-03-23T20:05:06.928Z","","Må desværre sige at der for store mangler i kampklar, hvis det skal være brugbart. Jeg har sat min op så jeg kun modtager beskeder, der er tilknyttet en kommentar til. Så får jeg godt nok også kun disse popup beskeder, men indbakken er stadig fuldt med alt mulig andet, så det er umuligt at vende tilbage til en besked. Desuden savner jeg også at hvis man har klarmeldt sig til flere hold i en spillerunde, så bliver man automatisk fjernet fra de andre kampe i samme runde.","notifikationer"
"android","dk","1","3.29.1","Christina Suadicani","2023-03-21T14:58:30.267Z","","Jeg er kommet ind på app'en, men jeg kan ikke se min søns kampkalender og skrive beskeder til træner osv. Ved ikke rigtig hvordan jeg får ordnet det?","notifikationer"
"android","dk","3","3.29.1","Brian Probst","2023-02-26T20:48:33.972Z","","Er det muligt at når fx ens barn er udtaget til kamp (tilmeldt til kamp /træning) at trykke et sted så den ligger sig ind i sin Google kalender? (Det kan lade sig gøre mange andre steder i andre apps nemlig).",""
"android","dk","2","3.29.1","Karina","2022-12-30T11:27:25.166Z","","Savner at der kommer et ikon op, når der er nye beskeder i app'en.... Alle mine notifikationer er slået til - både i tlf og app... Men alligevel får jeg ikke notifikationer...","notifikationer"
"android","dk","1","","Jan Sand","2022-11-15T14:12:25.820Z","","Har 4 mailadresser. Den vil ikke godtage en eneste af dem som værende gyldig mailadresser. 2 Gmail konti 1 Yahoo konti og en teledk konto. Skod app",""
"android","dk","4","3.28.5","Casper Pedersen","2022-09-28T18:12:30.403Z","","Rigtig god app som løser rigtig mange problemstillinger. Et minus er dog, at det ikke er muligt at sortere status ændringer fra i beskedcentret/indbakken i app'en. Jeg skal ugenligt slette 100-200 beskeder. Det er lidt ligegyldig information, da jo netop fremgår af kampklar, hvem der kommer eller ikke kommer.","notifikationer|ros"
"android","dk","1","3.28.5","dennis larsen","2022-09-15T09:04:16.883Z","","Få nu lavet den app så den ikke går ud konstant.... nu har i haft lang tid til det og kan se masser der har samme problem... tak for svar. men kan fortælle det er med bpde denne ældre og også 2 nye den er gal med.. skrev keg også i andet kommentar... og vi er flere i vores klub der har problemer med jeres app.",""
"android","dk","5","3.28.5","Mads Nissen","2022-08-25T15:49:00.626Z","","Fedt at kunne holde styr på kampe/træning og andre aktiviteter",""
"android","dk","5","3.28.5","Brian Vejgaard","2022-08-24T06:57:16.337Z","","Super kanon godt",""
"android","dk","1","3.28.5","Tukan Latifi","2022-08-11T22:19:00.652Z","","Er gået i stå, ved ikke om der er fejl eller om sæsonen ikke er startet ???","nedbrud_fejl"
"android","dk","5","3.28.5","Jacob Jørgensen","2022-07-06T13:49:07.875Z","","Godt",""
"android","dk","1","3.28.4","Kenneth Colding","2022-06-19T11:38:44.497Z","","Den er gal med live opdateringer samt notifikationer fra samtlige beskeder fra Kampklar i hvert fald med Samsung s21 og S22 På begge telefoner kommer der ingen notifikationer, live opdateringer er alle slået til, men der kommer ingen Alt er slået til men intet sker","notifikationer"
"android","dk","5","3.28.4","Patrick Sørensen","2022-06-09T05:03:41.909Z","","Den god",""
"android","dk","5","3.28.4","Tina Persson","2022-06-06T18:04:46.456Z","","Fungerer bare så godt 👍⚽",""
"android","dk","1","3.28.4","P. J.","2022-05-21T17:23:56.362Z","","Hvordan kan en organisation som DBU med så mange midler ikke udvikle en nem og gratis app uden annoncer er mig en gåde. Billederne som er brugt, bruger venligheden er sket ikke hvor den skal være. Læs dog de reviews i får her og lav noget ordentligt som alle så vil bruge. Derefter kan i så bygge på af funktioner, det virker som noget lastværk man har fået lavet. Undskyld mit opkast, men når jeg tænker DBU, ser er dette under al kritik!","login_adgang"
"android","dk","1","3.19.3","En Google-bruger","2022-05-14T14:48:14.835Z","","Man bruger mere tid på at se den loader, og ender i hvid skærm. End på at få de informationer man skal bruge. Der kommer ingen notifikationer på OnePlus 9 Android 12, selvom de er valgt til både i appen og android. Virkede fint inden opdateringen til android 12.","nedbrud_fejl|notifikationer|login_adgang"
"android","dk","1","3.28.4","Louie miles","2022-04-27T18:04:25.750Z","","Lorte app jeg kan måske lige få lov at trykke to gange på appen og så står den bare og søger og det er sket at jeg opdateret den den er jo total nytteløs",""
"android","dk","1","3.28.4","Brian Asmussen","2022-04-26T21:29:38.491Z","","Få nu fixet denne app. Den er som andre skriver. Den stå bare og søger og fryser. I påstå intet er galt. Men det er der.","nedbrud_fejl"
"android","dk","1","3.28.4","Tommy Knudsen","2022-04-26T10:55:25.191Z","","Alt er langsomt og den står konstant og søger. Kamp programmet forsvinder og man kan ikke tilmelde til begivenhederne","nedbrud_fejl"
"android","dk","5","","Family Elden","2022-04-25T13:14:35.162Z","","Er det den her app man bruger til at tilmelde sig til fodbold?","login_adgang"
"android","dk","1","3.28.4","Vedatdul Dul","2022-04-24T14:30:00.900Z","","Duer ikke 0 stjerner herfra",""
"android","dk","2","3.28.4","Martin Schmidt","2022-04-24T08:28:10.507Z","","Perfekt app var det inden opdatering nu står den og søger hele tiden eller fryser helt... så appen er langt fra brugbar for mig lige nu og det øv når man skal lave holdkort osv","nedbrud_fejl"
"android","dk","2","3.28.4","Mikael Sigaard","2022-04-22T12:53:34.435Z","","Er jeg mon den eneste der ikke kan bruge app'en til holdkort mm????",""
"android","dk","4","3.28.4","Michael Ruch Svendsen","2022-04-22T11:53:17.635Z","","Super duper",""
"android","dk","2","3.28.1","Thomas Trudsø Poulsen","2022-04-21T17:09:33.134Z","","Dur ikke igen",""
"android","dk","2","3.28.4","Thomas Wolfram","2022-04-21T14:36:57.992Z","","Oplever samme problemer som Rene, har opdateret, aginstalleret appen, opdateret telefonen samsung og haft den slukket. Den står bare og søger og så fryser den, så man skal lukke ned. Nogen gange skriver den ingen data i en pop-up. Det er kampklar, mine hold og holdkort jeg ikke kan tilgå ordentligt I browser fra telefonen virker det fint.","nedbrud_fejl"
"android","dk","3","3.28.4","Rene Sandberg","2022-04-21T07:33:07.700Z","","Den står og søger hele tiden og kommer ikke frem med stilling, hold eller andet. Så fungere ikke så godt i øjeblikket 🤷🏻‍♂️",""
"android","dk","1","3.28.3","carl hansen","2022-04-17T18:40:57.964Z","","Hvad sker der for denne app, Den viser kampene på en meget mærkelig måde, er meget træt af denne app, skal gang på gang, gen installere",""
"android","dk","5","3.28.2","Charlotte Korfits Olsen","2022-04-15T12:21:37.811Z","","Resultater og tidspunkter er væk ?? Og jeg skal ikke opdatere ??",""
"android","dk","2","3.28.2","Rasmus Bjørn","2022-04-15T08:19:15.670Z","","Efter seneste opdatering, er resultater forsvundet. De kommer kun frem, hvis jeg trykker ind på hver enkelte kamp?",""
"android","dk","2","3.28.1","Poul Tønder","2022-04-06T21:53:54.830Z","","Jeg kan stadig ikke tilgå Google maps via app'en sådan som jeg kunne i tidligere versioner. Hvornår bliver det rettet?",""
"android","dk","5","3.28.1","Murat balikci","2022-04-06T18:49:09.479Z","","Ved i hvordan jeg kan aktivere mine Stats",""
"android","dk","2","3.28.1","RA Assad","2022-01-31T17:06:08.230Z","","Google maps virker ikke på appen når man søger efter GPS viser ikke,men får besked om Google maps ikke er installeret eller er disabled","nedbrud_fejl|notifikationer"
"android","dk","3","3.28.1","Jeppe Dyrby","2022-01-30T07:19:04.000Z","","På en eller anden måde har i fået slået alt stavekontrol, og tekstombrydning fra i kommentarfeltet på kampklar. Det er ret frustrerende.",""
"android","dk","5","3.28","Marcus Jensen","2021-10-31T15:15:49.827Z","","Det er frækt",""
"android","dk","5","3.28","Morten Andersen","2021-10-24T08:00:29.377Z","","Jeg mangler en hurtig genvej til ""min klub"", hvor man får overblik over alle holdene i den klub man er indmeldt i. Den kan selvfølgelig tilgåes ved en søgning, men en hurtig adgang på forsiden ville være en lækker opdatering.","login_adgang"
"android","dk","2","","Esrom Anine","2021-10-17T06:47:47.135Z","","Jeg kan ikke komme ind på den",""
"android","dk","4","3.28","peter molbo","2021-10-05T13:31:37.989Z","","God app, men mangler at kunne skifte mellem forskellige brugere inde i app. Nu er vi 3 der spiller fodbold i husstanden og man skal logge ud og ind hver gang man skal kigge.","login_adgang"
"android","dk","1","3.27.2","Christina Friis","2021-09-07T12:18:39.548Z","","UPDATE 07.09.21 Ny telefon - nu får jeg ikke længere ikon fra appen (jo på den gamle kommer den) Forstår ikke hvad der går galt for får dem ikke på den nye😏 Får pludselig ikke længere notifikationer (lille ikon øverst på skærmen) når der er nye beskeder. Det gør at man ikke altid ser det og det gør at man kan 'glemme' at komme til et stævne - ikke særlig fedt. Så håber at det snart kommer til at fungere igen så man får besked så snart der er noget nyt Og jeg har slået alle notifikationer til!","notifikationer"
"android","dk","4","3.27.2","Peter Bach","2021-08-31T17:56:04.216Z","","God bedre bedst",""
"android","dk","5","3.27.2","Carsten Heiden Pedersen","2021-08-30T14:16:29.321Z","","Jeg synes at app'en er blevet rigtig god..","ros"
"android","dk","4","3.27.1","Brian Levi Clemmensen","2021-08-20T12:30:09.915Z","","Hej Igen. Det kan da ikke være meningen jeg skal gen installere min tlf?? Det jo jeres app som ikke fungere. Hvorfor kan jeg ikke se 1 pladser i puljerne mere ? Virkede for 4 dage siden. Har gen installeret den. Samme problem.",""
"android","dk","4","3.26.1","Henrik Ernstsen","2021-06-24T19:03:25.255Z","","Fint",""
"android","dk","5","3.9","Henrik Boesgaard","2021-06-06T12:14:12.158Z","","Kanon godt",""
"android","dk","5","3.26","Per Engelund","2021-05-28T07:43:33.854Z","","Super app med alt du skal bruge","ros"
"android","dk","2","3.25.2","Britt Mears Petersen","2021-04-30T17:59:09.131Z","","Kan ikke få officials på hold kortet. Fanen findes ikke.",""
"android","dk","2","3.25.2","Ulrik Nikolajsen","2021-04-24T16:27:16.380Z","","Rodet, ustrukturet.","ux_findbarhed"
"android","dk","3","3.25.2","René H","2021-04-20T20:10:32.814Z","","Ved tilmelding til træninger m.m.: I oversigten over træninger, kampe m.m. bør man allerede i oversigten kunne tilmelde sig aktiviteten ved en enkelt 'knap' på hver træning, kamp m.m. uden at man skal til at gå ind på hver aktivitet og der skulle trykke yderligere 2 gange for at blive tilmeldt.",""
"android","dk","3","3.25.1","Simon","2021-04-15T11:04:14.561Z","","Fed app, dog mangler kampklar delen nogen finpudsning. Hver gang jeg prøver at gå ind på kampklar så siger app'en at dataen ikke kan hentes. _______ Jeg har ikke længere problemer med at komme på kampklar",""
"android","dk","5","3.25","Walid Mohammd Amin Haji","2021-03-23T02:00:21.219Z","","Ok",""
"android","dk","1","3.25","Jørn Gudmann Nielsen","2021-03-12T16:41:45.992Z","","Fungerer ikke sammen med min nye samsung s21","nedbrud_fejl"
"android","dk","5","","solomun habtom","2021-02-27T08:42:04.360Z","","Jeg synes den her app er fantastisk app. 😀 Men jeg har ikke fået mint holdkort endnu. Mvh Solomun","ros"
"android","dk","1","","Johannes Holmegaard","2020-11-28T10:43:39.884Z","","Jeg skulle bruge 10 min på, at logge ind, også da jeg loggede ind skulle jeg logge ind igen og igen og igen og igen igen og igen og igen og igen","login_adgang"
"android","dk","3","3.21","Michael Svenningsen","2020-10-03T04:44:46.638Z","","Mangler noget i min app. Jeg kan ikke redigere i kampfakta, når jeg forsøger bliver skærmen lidt grålig ????",""
"android","dk","1","3.21","Claus Anker","2020-09-28T16:43:06.842Z","","Er det her en beta version? Efter at have nulstillet adgangskoden utallige gange, får je stadig afvist mit login! /Claus","login_adgang"
"android","dk","1","3.20.3","Amel Saric","2020-09-09T10:39:57.972Z","","Meget dårligt app",""
"android","dk","1","3.20.3","Thomas Hildebrand Christiansen","2020-09-02T15:40:54.420Z","","Jeg bliver logget ud flere gange om dagen. Og først efter 15-20 forsøg accepteres brugernavn og password. Fix det for fanden!!!","login_adgang"
"android","dk","3","3.20.2","Veysel Uslu","2020-09-01T06:55:39.470Z","","Det er ærgeligt når man sidder på tablet at man ikke kan dreje skærmen så man kan få den på det lange led :(",""
"android","dk","2","3.20","Morten Brix (Ducky)","2020-08-31T01:21:54.820Z","","Oplever stort set hver eneste gang app'en benyttes Fejlmeddelelsen ""Fodbold er stoppet"" hvorefter app'en skal genstartes. Rimeligt irriterende under Live indberetning! 😡","nedbrud_fejl"
"android","dk","1","3.20.2","Henrik Dennis Sällberg","2020-08-29T21:11:58.919Z","","Jeg bliver ved med at blive logget ud og kan ikke logge ind igen... Jeg jeg har ændret kodet mange gange og det samme sker hele tiden...","login_adgang"
"android","dk","2","3.20.1","Thomas Lindboe","2020-08-26T13:53:19.760Z","","Efter opdatering til ny version bliver jeg logge af hele tiden og kan først logge ind igen efter et stykke tid (melder forkert password)","login_adgang"
"android","dk","1","3.20.1","Hen K","2020-08-24T16:19:37.497Z","","Har indtil for et par dage siden fungeret upåklageligt. Nu er den dog begyndt at logge mig ud hele tiden...",""
"android","dk","1","3.20.1","Mikkel Brandt","2020-08-24T08:47:52.977Z","","Ustabil ""crasher"" ofte, selvom man markere at man skal forblive logget på så skal man logge ind igen.","nedbrud_fejl|login_adgang"
"android","dk","1","3.20.1","Anders Skjøde Højberg","2020-08-20T16:13:06.414Z","","Har lige oprettet en profil og man kan ikke logge ind efterfølgende selvom kode og brugernavn er korrekt.","login_adgang"
"android","dk","3","3.20","En Google-bruger","2020-08-13T10:51:26.118Z","","Altid problemer med at indrapporterer et resultat......",""
"android","dk","3","3.20","Jacob Laursen","2020-08-10T16:29:10.390Z","","Tak for svar vedr. adgang til videoer, billeder osv. på telefonen. Jeg vil anbefale at I beder om adgangen i det øjeblik der er brug for den, samt med forklaring om hvorfor.","login_adgang"
"android","dk","4","3.19","En Google-bruger","2020-03-08T17:57:09.748Z","","God og overskuelig",""
"android","dk","1","3.18.4","En Google-bruger","2020-02-26T02:40:58.634Z","","App'en logger mig uden grund, prøver at ændre PW, bliver godkendt men skriver at brugernavn og PW ikke passer sammen. Kan ikke bruge app'en, heller ikke jeres hjemmeside. 🥵","login_adgang"
"android","dk","2","","En Google-bruger","2020-02-20T06:38:03.294Z","","Jeg kan ikke logge ind på appen, selv om jeg skriver det RIGTIGE eller laver et nyt ""log ind"":/","login_adgang"
"android","dk","5","3.18.4","En Google-bruger","2020-01-22T21:03:55.130Z","","Super",""
"android","dk","3","3.18.4","En Google-bruger","2020-01-09T16:36:57.466Z","","Ok app, men temmelig omfattende og rodet opbygget","ux_findbarhed"
"android","dk","5","3.18.1","En Google-bruger","2019-12-16T13:40:42.159Z","","Verdensklasse App🎅🎅🎅🎅🎅",""
"android","dk","5","3.17","En Google-bruger","2019-11-11T15:08:39.655Z","","God app.",""
"android","dk","5","","En Google-bruger","2019-11-02T14:03:05.736Z","","Mega God app",""
"android","dk","4","3.17","En Google-bruger","2019-11-02T11:23:04.112Z","","Efter opdatering d. 28. aug. lukker Appen altid igen, når den åbnes. Tilbydes at sende fejlrapport. Ved genstart af Appen åbner den fint nok. Men når jeg forsøger at scrolle ned i kampprogrammet for Mine Hold så kommer der ""hvid skærm"" og Appen lukker. Appen har fungeret fint hidtil. I England siger de: ""Don't fix it if it isn't broken."". Nu skal I vist se på den. 2. nov. 2019: Kan se det er rettet. Super","nedbrud_fejl"
"android","dk","2","3.17","En Google-bruger","2019-10-31T20:42:24.325Z","","Ikke så funktionel beskedfunktion","notifikationer"
"android","dk","2","3.16.1","En Google-bruger","2019-10-29T03:44:32.402Z","","Generelt set har jeg været glad ved denne app. Jeg oplever desværre nu, at jeg ikke får noget frem, når jeg prøver at tilegne mig adgang, til fodboldloven samt futsalloven. Data kunne ikke læses står der. Har forsøgt at slette app'en, slukke telefonen m.m. så det er lidt en udfordring, nu hvor jeg er dommer m.m.","login_adgang"
"android","dk","5","3.16.1","En Google-bruger","2019-10-19T03:03:11.756Z","","Hej derude Er der nogen som ved hvad det er for nogen system opdateringer dbu app'en hele tiden siger. Den logger hele tiden ud pga nogen systemopdaterninger.. Er der nogen som kan hjælpe mig med det?? Mvh Christian lundgaard",""
"android","dk","2","3.16.1","En Google-bruger","2019-10-02T19:12:11.363Z","","App'en er som sådan ok. Men hvor er der irriterende at have flere børn og skal logge ud og ind hele tiden, for at følge op på begge. Det skulle simpelthen være muligt at logge ind som forældre også skifte mellem dem","login_adgang"
"android","dk","5","3.16","En Google-bruger","2019-09-20T16:21:37.872Z","","Ok",""
"android","dk","1","3.16","En Google-bruger","2019-09-13T18:31:22.263Z","","Mega ringe app, hvor der er slet ikke tænkt på brugere. Der er masser af information placeret helt tilfeldigt. Når man er selv spiller og skal administrere sine egne børn også får man lyst til at holde op med at spille fodbold og melde børnerne også fra. Det kan kun gøres bedre.","login_adgang"
"android","dk","1","3.15.2","En Google-bruger","2019-09-06T17:55:01.942Z","","Fyldt med fejl efter den er opdateret Huawei p smart fig-lx1 Den craser når man åbner app men starter derefter. Der er flere ting man ikke kan se når man trykker på div link da den så genstarter app","nedbrud_fejl"
"android","dk","3","3.15.2","En Google-bruger","2019-08-31T20:15:54.439Z","","Virker dårligt!!",""
"android","dk","5","3.15.1","En Google-bruger","2019-08-29T17:12:16.211Z","","Den bedste app nogensinde lel",""
"android","dk","3","3.15.2","En Google-bruger","2019-08-29T11:54:33.295Z","","Jeg synes app'en er fremragende. Dog er kampklar delen efter de seneste par opdateringer, blevet meget langsom og man skal trykke en del gange på aktiviteten for at den vil åbne. Derfor lander vi på kun 3 stjerner, selvom jeg meget gerne ville give mere. Mvh Claus","nedbrud_fejl"
"android","dk","4","3.15.2","En Google-bruger","2019-08-29T10:04:49.288Z","","Lige pt er der problemer med at se kampprogram for mine hold ser ud til at DBU AAP er gået på juleferie☺ derud over er der også lige et par småting mere der ikke køre....så er den oppe og køre igen",""
"android","dk","4","3.14.1","En Google-bruger","2019-08-07T15:27:05.602Z","","den hjælper mig",""
"android","dk","5","3.14.1","En Google-bruger","2019-08-06T10:29:19.655Z","","Nem app",""
"android","dk","1","3.14.1","En Google-bruger","2019-07-27T09:05:03.809Z","","Kalender duer ikke med Huawei.",""
"android","dk","5","","En Google-bruger","2019-07-21T17:38:33.545Z","","god",""
"android","dk","3","3.7.1","En Google-bruger","2019-07-06T20:15:05.959Z","","Synes det er træls at ulæste beskeder om at nu kan du udfylde holdskema ikke forsvinder når kampen er spillet. Bruger aldrig de beskeder, så derfor træls at skulle ind og åbne og slette dem, for ikke at skulle se på den røde notifikation hvor tallet ellers bare stiger og stiger.","notifikationer|login_adgang"
"android","dk","3","3.14","En Google-bruger","2019-06-12T18:21:19.318Z","","Normalt meget glad for denne app men den fungerer ikke efter sidste opdatering? ""Vis Pulje"" er pludseligt bare en blank side? Jeg har forsøgt at af- og geninstallere uden held?","nedbrud_fejl"
"android","dk","1","3.2.1","En Google-bruger","2019-06-12T13:01:15.255Z","","Den nye version kan ikke gå i puljer når man er inde i kampprogram, og melder fejl mange gange","nedbrud_fejl"
"android","dk","3","3.13.1","En Google-bruger","2019-05-24T03:51:05.650Z","","Den går ned hele tiden","nedbrud_fejl"
"android","dk","5","3.13.1","En Google-bruger","2019-05-17T08:28:16.995Z","","Den meget fint",""
"android","dk","2","3.12.2","En Google-bruger","2019-04-27T18:55:37.310Z","","Elendig dbu kampoversigt",""
"android","dk","2","3.12.2","En Google-bruger","2019-04-27T11:05:04.949Z","","Der er alt for mange funktioner, der ender i fejlbeskeder. En del funktioner virker simpelthen bare ikke. Eksempelvis kan jeg ikke vælge kampens spiller. Jeg får ikke en fejl, der sker bare ikke noget. På min laptop virker det ok. Det er også sindssygt irriterende, at man skal trykke så mange gange for at finde frem til den funktion, man skal bruge. Dertil kommer at appen er utrolig langsom til at hente oplysningerne frem.","nedbrud_fejl|notifikationer"
"android","dk","5","","En Google-bruger","2019-04-07T16:36:50.900Z","","Fantastisk app! 👍","ros"
"android","dk","3","3.12.2","En Google-bruger","2019-04-06T13:36:02.684Z","","bliver det på et tidspunkt muligt at få kampene man følger, delt til ens kalender ?",""
"android","dk","5","3.12.2","En Google-bruger","2019-04-04T12:10:45.855Z","","dejlig nem at finde rundt i og man har styr på hvad datteren skal. så slipper man som træner for at sende 1000 sms","ros"
"android","dk","5","3.12.2","En Google-bruger","2019-04-03T12:36:20.925Z","","rigtig god , oversigten er god nem at komme rundt i.","ros"
"android","dk","4","3.12.1","En Google-bruger","2019-04-02T17:56:28.109Z","","fungere fint",""
"android","dk","2","3.12.1","En Google-bruger","2019-03-30T05:37:25.303Z","","Utrolig irriterende at man ikke får push beskeder igennem ved ændring eller beskeder i Kampsport selvom alle notifikationer slået til. Ærgerligt at jeg ikke har et andet valg.","notifikationer"
"android","dk","1","3.12.1","En Google-bruger","2019-03-28T16:50:42.375Z","","Fungerer Ikke. Kan i tide og utide ikke log ind.","nedbrud_fejl|login_adgang"
"android","dk","1","3.12.1","En Google-bruger","2019-03-28T15:43:19.425Z","","holdsport har bedre funktion omkring kørsel og opgaver",""
"android","dk","2","3.8.1","En Google-bruger","2019-03-22T23:14:27.106Z","","Næsten hver gang jeg skal bruge app'en, så er jeg nød til at afinstallere den og så hente den igen, ellers kan jeg ikke se mine hold eller lave holdkort, kampfakta eller noget som helst andet. Ved ikke, hvad I har lavet om, for den fungerede fint i efterårssæsonen 2018. Få det venligst ordnet.",""
"android","dk","4","3.10.3","En Google-bruger","2019-03-09T07:11:57.799Z","","Virker ikke","nedbrud_fejl"
"android","dk","5","3.10.2","En Google-bruger","2019-03-05T15:40:31.107Z","","lol, god app",""
"android","dk","3","3.10.2","En Google-bruger","2019-02-11T12:05:17.182Z","","mangler at få notifikation når der kommer noget i indbakken. temnelig træls at det ikk fungere","notifikationer"
"android","dk","5","","En Google-bruger","2019-02-06T20:05:06.472Z","","Jeg er iskold",""
"android","dk","4","3.9","En Google-bruger","2018-11-24T09:55:09.182Z","","Jeg kan ikke få push beskeder for kampklar til at virke. De er tilvalget under besked centeret og der er tilladelse til dem på telefonen, men de kommer ikke igennem?","notifikationer"
"android","dk","1","3.6.1","En Google-bruger","2018-11-23T22:07:00.669Z","","Lorte app",""
"android","dk","3","3.8.5","En Google-bruger","2018-11-04T15:57:36.200Z","","Den har længe virket fint, men jeg er blevet smidt af app'en og når jeg logger ind igen, beder den om billedesamtykke - dog er der bare hvid skærm og jeg kan intet trykke på. Virkelig frustrerende!!",""
"android","dk","4","3.8.4","En Google-bruger","2018-10-25T19:03:00.415Z","","Funktionen kampprogram under mine hold er holdt op med at fungere",""
"android","dk","2","3.8.2","En Google-bruger","2018-10-12T07:46:20.325Z","","Kan ikke finde spillesteder, den kommer op med hvid skærm","ux_findbarhed"
"android","dk","1","3.7.2","En Google-bruger","2018-09-30T04:53:37.610Z","","Kan ikke åbne den, har ikke kunne i små 14 dage....",""
"android","dk","3","3.8","En Google-bruger","2018-09-27T16:02:33.415Z","","Den vil ikke åbne spille sted",""
"android","dk","3","3.8","En Google-bruger","2018-09-25T17:01:40.113Z","","Crasher ofte. Kan ikke se stilling. Mangler mulighed for at trykke sig ind på andre hold I en pulje, for at se deres kampe. Fryser ofte, bliver ved med at stå og søge. ""Indberet resultat"" har aldrig virket endnu. Ellers på rette vej.","nedbrud_fejl"
"android","dk","5","3.8","En Google-bruger","2018-09-24T15:47:27.679Z","","God",""
"android","dk","2","3.7.2","En Google-bruger","2018-09-19T19:19:06.326Z","","Kan ikke indberette kampfakta",""
"android","dk","5","3.7.2","En Google-bruger","2018-09-14T18:22:25.149Z","","jeg ligger nr.7😁",""
"android","dk","2","3.7.2","En Google-bruger","2018-09-13T07:35:21.438Z","","Hvorfor skal man have et login bare for at kunne gemme et hold som en favorit? Og hvorfor kan man ikke se tidligere kampe i puljen?","login_adgang"
"android","dk","2","3.7.2","En Google-bruger","2018-09-12T20:34:00.410Z","","Jeg kan aldrig åbne denne app første gang. Den chrasher hver eneste gang.",""
"android","dk","5","","En Google-bruger","2018-09-09T13:36:32.189Z","","De er godt",""
"android","dk","5","3.7.2","En Google-bruger","2018-09-07T06:55:32.717Z","","Siden seneste opdatering kan jeg efter at være blevet smidt af ikke logge på app'en igen. Dette er temmelig frustrerende, da det er det eneste sted vi kan se kampprogrammet",""
"android","dk","5","3.0.2","En Google-bruger","2018-09-05T19:51:16.410Z","","God app",""
"android","dk","5","3.7.2","En Google-bruger","2018-09-03T13:27:42.780Z","","Det er en god app",""
"android","dk","1","3.7.2","En Google-bruger","2018-08-27T18:57:17.458Z","","Virker virkelig dårligt..",""
"android","dk","3","3.7.2","En Google-bruger","2018-08-21T18:35:31.211Z","","I den seneste version er stillingen forsvundet, når jeg går ind på livescore på en kamp. Liiiidt belastende da det jo sådan set er det vigtigste ... Jeg har en Huawei P10 Lite m. Android 8.0.0.",""
"android","dk","4","3.7.2","En Google-bruger","2018-08-18T21:03:49.544Z","","Fungerer rigtig fint med smarte funktioner. Jeg har dog problem med at  udvælge kampens spiller i app'en.",""
"android","dk","1","3.7.2","En Google-bruger","2018-08-12T19:01:55.359Z","","Lort. Intet hvirker eller acceptere ens valg. 😣",""
"android","dk","1","3.7.1","En Google-bruger","2018-07-31T18:45:44.133Z","","Seriøst....nogle spillere får oprettet pas og andre ikke.. trænere kan ikke  oprette osv osv.... I må ski stramme remmene og sætte blus på, når i selv  laver deadlines!!! Jeg oprettede selv login for flere uger siden. Og har  intet hørt.... Vi må vel bare vente på flere kampe aflyses, da vi ikke har  spillere, der er godkendt, eller ikke oprettet i jeres system. Eller får vi  den reel deadline i 2019??","login_adgang"
"android","dk","1","3.7.1","En Google-bruger","2018-07-30T15:36:11.902Z","","Skrald",""
"android","dk","1","3.7.1","En Google-bruger","2018-07-19T20:37:36.318Z","","""Fejl! Øv! Der skete en fejl!"" - Citat DBU-appen hver gang jeg forsøger at  logge ind, lige meget hvad jeg gør","nedbrud_fejl|login_adgang"
"android","dk","4","3.7.1","En Google-bruger","2018-06-27T20:08:18.192Z","","Reklamerne i kamp programmet er rigtig rigtig forstyrrende. Jeg vil hellere  betale lidt i stedet for, selvom det burde være unødvendigt...",""
