name,website,category,deepLooksLikeGuide,matchUrl,matchText
"Hadsten Sports Klub","http://www.hskfodbold.dk/","egen-kampklar-side","false","https://www.hskfodbold.dk/traenere/kampklar/","Kampklar"
"Gødvad GIF","http://www.godvad-gif.dk/","ingen-paa-forside","","",""
"Halstedhus Efterskole","http://halstedhus.dk/","ingen-paa-forside","","",""
"Hadsund B","http://www.hadsundboldklub.dk/","ingen-paa-forside","","",""
"Gylling Efterskole","http://www.gylling-efterskole.dk/","ingen-paa-forside","","",""
"Hammerum Fri- og Efterskole","http://www.hamme.dk/","ingen-paa-forside","","",""
"Faxe Ladeplads IF","http://www.fli.dk/","unreachable","","",""
"Hannæs Sport og Fritid","http://www.fhif.eu/","unreachable","","",""
"Hanstholm IF","http://www.hanstholm-if.dk/","unreachable","","",""
"Hammel GF","http://www.fodbold.hgfhammel.dk/","kun-link-til-dbu","","https://www.dbu.dk/klubservice/it-tilbud/kampklar-styrker-holdet/","DBU KampKlar"
"Handelsstandens Boldklub","http://www.handelsstandensboldklub.dk/","ingen-paa-forside","","",""
"Hammerum IF","http://www.hammerumif.dk/","egen-guide","true","https://www.hammerumif.dk/til-foraeldre/kampklar/guide-til-benytte-dit-barns-log-ind/","Guide til: Benytte dit barns log ind"
"Hals FS","http://www.halsfs.dk/","ingen-paa-forside","","",""
"Hashøj IF","http://www.hashøj-if.dk/","unreachable","","",""
"HA85","http://www.ha85.dk/","ingen-paa-forside","","",""
"Harboøre IF","http://www.harbooreif.dk/","ingen-paa-forside","","",""
"Gærum IF","http://www.gaerum-if.dk/","ingen-paa-forside","","",""
"Hareskov IF","http://www.hareskovif.dk/","ingen-paa-forside","","",""
"Harte G & IF","http://www.hartegif.dk/","ingen-paa-forside","","",""
"Hatting-Torsted Fodbold","http://www.hatting-torsted.dk/","kun-link-til-dbu","","http://klubservice.dbu.dk/kampklar/vejledning/til-spillere-og-foraeldre/bliv-kontaktperson/","For&#230;ldreprofil/kontaktperson"
"Haverslev IF","http://www.haverslev-if.dk/","ingen-paa-forside","","",""
"Haslev FC","http://www.haslev-fc.dk/","egen-guide","true","https://www.haslev-fc.dk/om-klubben/for-traeneren/kampklar-guide/","Kampklar guide"
"Haubro IF","http://www.haubroif.dk/","ingen-paa-forside","","",""
"Hasle B","http://www.hasleboldklub.dk/","ingen-paa-forside","","",""
"Harlev IK","http://www.harlevfodbold.dk/","egen-kampklar-side","true","https://www.harlevfodbold.dk/medlemsskab/kampklar/","Kampklar"
"Havdrup Fodbold","http://www.hgi-fodbold.dk/","ingen-paa-forside","","",""
"Hasle IF","http://www.hasle-if.dk/","ingen-paa-forside","","",""
"Hejnsvig IF","http://www.hejnsvigif.dk/","ingen-paa-forside","","",""
"Hedensted IF","http://www.hedenstedif.dk/","ingen-paa-forside","","",""
"Hellevad IF","http://www.hellevad-if.dk/","ingen-paa-forside","","",""
"Hellas","http://www.bk-hellas.dk/","ingen-paa-forside","","",""
"Hellebjerg Idrætsefterskole","http://www.hellebjerg.dk/","ingen-paa-forside","","",""
"Hellerup Idræts Klub","http://www.hik.dk/","egen-kampklar-side","true","https://www.hik.dk/fodbold/om-hik-fodbold/hjaelp/hjaelp-til-kampklar/","Hj&#230;lp til KampKlar"
"Helsingør IF Fodbold","http://www.helsingorif.dk/","ingen-paa-forside","","",""
"Helsinge Fodbold","http://www.helsingefodbold.dk/","ingen-paa-forside","","",""
"Herfølge BK","http://www.hb.dk/","ingen-paa-forside","","",""
"Helsted Fremad IF","http://www.helsted-fremad.dk/","egen-guide","true","https://www.helsted-fremad.dk/praktisk-info/dbu-kampklar/foraeldreguiden/","For&#230;ldreguiden"
"Hellested IF","http://www.hellested-if.dk/","ingen-paa-forside","","",""
"Herlev IF","http://www.herlevif.dk/","kun-link-til-dbu","","https://mit.dbu.dk/MyTeam/MyTeams.aspx#","DBU Kampklar Login"
"Hald Ege Efterskole","http://www.hald-ege-efterskole.dk/","ingen-paa-forside","","",""
"Herning KFUM","http://www.herningkfumfodbold.dk/","ingen-paa-forside","","",""
"Hee SF","http://www.hee.dk/","ingen-paa-forside","","",""
"Herrested-Ørbæk Boldklub","http://www.hoeb.dk/","ingen-paa-forside","","",""
"Herning Fremad","http://www.herningfremad.dk/","ingen-paa-forside","","",""
"Hersom/Bjerregrav IF","http://www.h-b-i.dk/","ingen-paa-forside","","",""
"Herlufsholm GF","http://www.hgfodbold.dk/","egen-kampklar-side","false","https://live-1070-herlufsholm-gf.umbraco-proxy.com/traener/kampklar/","Kampklar"
"Hesselager Fodbold","http://www.hesselagerfodbold.dk/","ingen-paa-forside","","",""
"HIK (professional)","http://www.hik.dk/","egen-kampklar-side","true","https://www.hik.dk/fodbold/om-hik-fodbold/hjaelp/hjaelp-til-kampklar/","Hj&#230;lp til KampKlar"
"Herstedøster IC","http://www.hic.dk/","ingen-paa-forside","","",""
"Himmelev-Veddelev BK","http://www.hvb-fodbold.dk/","ingen-paa-forside","","",""
"Himmerlandscentrets Idrætsefterskole (Haverslev)","http://www.hci.dk/","ingen-paa-forside","","",""
"Hirtshals B","http://www.hirtshalsboldklub.dk/","ingen-paa-forside","","",""
"Hjembæk Efterskole","http://www.hjembaekefterskole.dk/","ingen-paa-forside","","",""
"Hillerød Fodbold","http://www.hilleroedfodbold.dk/","egen-kampklar-side","true","https://www.hilleroedfodbold.dk/medlemsservice/brug-af-kampklar/","Brug af KampKlar"
"Hjordkær UIF","http://www.huiffodbold.dk/","ingen-paa-forside","","",""
"Hjortdal Ungdoms & IF","http://www.hui-hjortdal.dk/om-fodbold/","ingen-paa-forside","","",""
"Hjørring IF","http://www.hi-fodbold.dk/","ingen-paa-forside","","",""
"Hjørring AIK Frem","http://www.aikfrem.dk/","ingen-paa-forside","","",""
"Hobro IK","http://www.hikfodbold.dk/","ingen-paa-forside","","",""
"Hodsager UF","http://www.hiuf.dk/","ingen-paa-forside","","",""
"Holme-Olstrup Fodbold","http://www.hofodbold.dk/","unreachable","","",""
"Holluf Pile-Tornbjerg IF","http://www.hpti.dk/","ingen-paa-forside","","",""
"Hjerm FIF","http://www.hjerm-fif.dk/","ingen-paa-forside","","",""
"Holbæk B&I","http://www.hbi.dk/","ingen-paa-forside","","",""
"Holsted FB","http://www.holstedfb.dk/","ingen-paa-forside","","",""
"HOG Hinnerup","http://www.hog-hinnerup.dk/","ingen-paa-forside","","",""
"Holmegaard GB","http://www.holmegaardfodbold.dk/","ingen-paa-forside","","",""
"Holstebro B","http://www.holstebroboldklub.dk/","ingen-paa-forside","","",""
"Holte Star Club","http://www.holtestar.dk/","ingen-paa-forside","","",""
"Holmsland GU","http://www.h-gu.dk/","ingen-paa-forside","","",""
"Horbelev IF","http://www.horbelevif.dk/","ingen-paa-forside","","",""
"Hillerslev Sport","http://www.hillerslevsport.dk/","ingen-paa-forside","","",""
"Hornbæk IF","http://www.hornbaekif-fodbold.dk/","ingen-paa-forside","","",""
"Hjorten Fodbold, Herlev","http://www.hjorten.dk/","ingen-paa-forside","","",""
"Horne KFUM","http://www.hornekfum.dk/","unreachable","","",""
"Holbæk (professional)","http://www.nvfc.dk/","ingen-paa-forside","","",""
"Hornum IF","http://www.hornumif.dk/","ingen-paa-forside","","",""
"Holtet IF","http://www.holtetif.dk/","ingen-paa-forside","","",""
"Hornbæk SF","http://www.hsf-randers.dk/","ingen-paa-forside","","",""
"Horsens fS","http://www.horsensfs.dk/","ingen-paa-forside","","",""
"Hospitalets FK","http://www.hfkfyn.dk/","unreachable","","",""
"Horne f. Sp.","http://www.horne-fs.dk/","ingen-paa-forside","","",""
"Horsens Freja","http://www.horsensfreja.dk/","ingen-paa-forside","","",""
"Horsens KFUM","http://www.horsens-kfum.dk/","ingen-paa-forside","","",""
"Hornslet IF","http://www.hornslet-if-fodbold.dk/","ingen-paa-forside","","",""
"Hou Maritime Idrætsefterskole","http://www.houmi.dk/","ingen-paa-forside","","",""
"Hovedgård IF","http://www.hovedgaard-if.dk/","unreachable","","",""
"Holte-Hus Efterskole","http://holte-hus.dk/","ingen-paa-forside","","",""
"Hundelev B","http://www.hundelevboldklub.dk/","ingen-paa-forside","","",""
"Houlkær Fodboldklub","http://www.houlkaer-fodboldklub.dk/","ingen-paa-forside","","",""
"Humlebæk BK","http://www.humlebold.dk/","kun-link-til-dbu","","https://mit.dbu.dk/MyTeam/MyTeams.aspx#","KampKlar"
"Hou Og Omegns IF","http://www.hoif.dk/","ingen-paa-forside","","",""
"Hundested IK","http://www.hundestedik.dk/","ingen-paa-forside","","",""
"Hundige BK","http://www.hundigeboldklub.dk/","ingen-paa-forside","","",""
"Hvidebæk IF","http://www.hvidebaek-if.dk/","ingen-paa-forside","","",""
"Hvalsø IF","http://www.hvalsoeif.dk/","ingen-paa-forside","","",""
"Hvidovre Idrætsforening","http://www.hif.dk/","unreachable","","",""
"Hover IF","http://www.hover-if.dk/","ingen-paa-forside","","",""
"Højby IF","https://www.hoejbyif.dk/","ingen-paa-forside","","",""
"Hurup IF","http://www.hurupif.dk/","ingen-paa-forside","","",""
"Højer Efterskole","http://www.h-us-dk/","unreachable","","",""
"Houlbjerg/Laurbjerg IF","http://www.hlif.dk/","ingen-paa-forside","","",""
"Husum Boldklub","http://www.husumboldklub.dk/","ingen-paa-forside","","",""
"Høm/Seem UIF","http://hom-seem.dk/","unreachable","","",""
"Højer IF","http://www.højerif.dk/","ingen-paa-forside","","",""
"Hørby Efterskoles IF","http://www.hu-ungdom.dk/","unreachable","","",""
"Højby S & G","http://www.hojbyfodbold.dk/","ingen-paa-forside","","",""
"Højslev Station IF","http://www.højslev-if.dk/","ingen-paa-forside","","",""
"Høng GF","http://hong-gf.dk/","ingen-paa-forside","","",""
"Horsens B","http://www.horsensboldklub.dk/","ingen-paa-forside","","",""
"Højen G&U","http://www.hgu.dk/","ingen-paa-forside","","",""
"Hørsholm-Usserød IK","http://www.hui-fodbold.dk/","egen-kampklar-side","true","https://www.hui-fodbold.dk/medlemskab/kampklar","KampKlar"
"Hørup UI","http://www.hui.dk/","ingen-paa-forside","","",""
"Høsterkøb Fodboldklub 2000","http://www.hf2000.dk/","ingen-paa-forside","","",""
"Høje Gladsaxe IF","http://www.facebook.com/HGIiGladsaxe","ingen-paa-forside","","",""
"Hørning IF","http://www.teamhif.dk/","ingen-paa-forside","","",""
"Hørning GF","http://www.hgf-fodbold.dk/","ingen-paa-forside","","",""
"Idrætsefterskolen Lægården","http://www.optur.nu/","ingen-paa-forside","","",""
"HØST IF","http://www.høstif.dk/","ingen-paa-forside","","",""
"Hårslev BK","http://www.haarslev-bk.dk/","ingen-paa-forside","","",""
"Horne IF","http://www.horne-varde.dk/","ingen-paa-forside","","",""
"Haarby IF","http://www.haarbyboldklub.dk/","ingen-paa-forside","","",""
"IF Føroyar","http://www.fotboltur.dk/","ingen-paa-forside","","",""
"Hørve IF","http://www.hoerveif.dk/","ingen-paa-forside","","",""
"IF Bytoften","http://www.if-bytoften.dk/","ingen-paa-forside","","",""
"IF Midtdjurs","http://www.ifm-fodbold.dk/","ingen-paa-forside","","",""
"IF Lyseng","http://www.lyseng.dk/","ingen-paa-forside","","",""
"IF Fremad Nørhalne","http://www.ifn.dk/","ingen-paa-forside","","",""
"IF Frem Bjæverskov Fodbold","http://www.bjaeverskovfodbold.dk/","ingen-paa-forside","","",""
"IF Svend Gønge","http://www.ifsvendgoenge.dk/","ingen-paa-forside","","",""
"Hårslev Efterskole","http://haarslevefterskole.dk/","ingen-paa-forside","","",""
"IF Skjold Sæby","http://www.ifskjoldsaeby.dk/","ingen-paa-forside","","",""
"Ingstrup SF","http://www.ingstrup.dk/","ingen-paa-forside","","",""
"Isenvad Borger- og Idrætsforening","http://www.isenvadfodboldklub.dk/","unreachable","","",""
"IF Skjold Birkerød","http://www.skjold-fodbold.dk/","ingen-paa-forside","","",""
"Islev BK","http://www.islev.dk/","unreachable","","",""
"Ingstrup Efterskoles IF","http://www.ingstrupefterskole.dk/","ingen-paa-forside","","",""
"ISI Idrætsefterskole","http://www.isi.dk/","ingen-paa-forside","","",""
"Ikast FS Fodbold","http://www.ikastfc.dk/","ingen-paa-forside","","",""
"JAI, Aarhus","http://www.jai-fodbold.dk/","ingen-paa-forside","","",""
"Idrætsklubben Vest af 1971","http://ik-vest.dk/","ingen-paa-forside","","",""
"IS Skævinge","http://www.iss-fodbold.dk/","ingen-paa-forside","","",""
"Jels IF","http://www.jels-if.dk/","ingen-paa-forside","","",""
"Jernved IF","http://www.123hjemmeside.dk/JernvedIF","unreachable","","",""
"Jernløse BK","http://www.jernloeseboldklub.dk/","ingen-paa-forside","","",""
"Jinnah International School","http://jinnahschool.dk/","unreachable","","",""
"Janderup FS","http://www.jfs-sport.dk/jbs-fodbold","ingen-paa-forside","","",""
"Jerne IF","http://www.jerneif.dk/","ingen-paa-forside","","",""
"IF Mols","http://www.ifmols.net/","ingen-paa-forside","","",""
"Juelsminde IF","http://www.juelsminde-if.dk/","ingen-paa-forside","","",""
"IF Nordthy","http://www.ifnordthy.dk/","ingen-paa-forside","","",""
"Jetsmark IF","http://www.jetsmarkif.dk/","egen-kampklar-side","true","https://www.jetsmarkif.dk/klubinfo/kampklar-paa-mobilen/","KAMPKLAR p&#229; mobilen"
"Jyderup BK","http://www.jyderupboldklub.dk/","ingen-paa-forside","","",""
"Jægersborg Boldklub","http://www.jb-bold.dk/","ingen-paa-forside","","",""
"Karlslunde IF","http://www.karlslundefodbold.dk/","ingen-paa-forside","","",""
"Jyllinge FC","http://www.jyllinge-fc.dk/","ingen-paa-forside","","",""
"Karrebæk IF","http://www.karrebaek-fodbold.dk/","ingen-paa-forside","","",""
"KB 92, Karlslunde","http://www.kb92.dk/","unreachable","","",""
"Jødisk Idrætsforening Hakoah","http://hakoah.dk/","ingen-paa-forside","","",""
"Karise IK","http://www.k-i-k.dk/fodbold","ingen-paa-forside","","",""
"Kalundborg GB","http://www.kalundborg-gb.dk/","ingen-paa-forside","","",""
"Jægerspris IK","http://www.jik.dk/","ingen-paa-forside","","",""
"Kauslunde IF","http://www.kiffodbold.dk/","ingen-paa-forside","","",""
"KB81 Aalborg","http://www.kb81.dk/","ingen-paa-forside","","",""
"Kastrup Boldklub","http://www.kastrupboldklub.dk/","egen-kampklar-side","true","https://www.kastrupboldklub.dk/hold/kampklar/kampklar-gpdr/","Kampklar GPDR"
"KBK Hillerød","http://www.kbk-hillerød.dk/","ingen-paa-forside","","",""
"Kerteminde BK","http://www.kertemindeboldklub.dk/","ingen-paa-forside","","",""
"KFUM BK, Roskilde","http://www.roskilde-kfum.dk/","ingen-paa-forside","","",""
"KFUM.s BK Odense","http://www.odense-kfum.dk/","ingen-paa-forside","","",""
"Kjellerup IF","http://www.kjellerup-if.dk/","unreachable","","",""
"KFUMs Boldklub","http://www.kfum-fodbold.dk/","ingen-paa-forside","","",""
"Klejtrup B","http://www.klejtrupboldklub.dk/","ingen-paa-forside","","",""
"Kildemosens BK","http://www.kildemosen.dk/","ingen-paa-forside","","",""
"Kirke Helsinge IF","http://www.kirkehelsinge-if.dk/","ingen-paa-forside","","",""
"Kjøbenhavns Boldklub","http://www.kb-boldklub.dk/","ingen-paa-forside","","",""
"Klinte Grindløse IF","http://www.kgi-sport.dk/","ingen-paa-forside","","",""
"Kløvermarkens Forenede Boldklubber","http://www.kloevermarkenfb.dk/","ingen-paa-forside","","",""
"Kirke Hyllinge IF","http://www.khif-fodbold.dk/","ingen-paa-forside","","",""
"Katrinebjergs Atletikforening","http://katrinebjergaf.dk/","ingen-paa-forside","","",""
"Klitmøller IF","http://www.klitmøllerif.dk/","ingen-paa-forside","","",""
"Kibæk IF","http://www.kif-1900.dk/","ingen-paa-forside","","",""
"Koldby/Hørdum IF","http://www.khif1904.dk/","ingen-paa-forside","","",""
"Kolding B","http://www.kolding-boldklub.dk/","ingen-paa-forside","","",""
"Klemensker IF","http://www.klemensker-if.dk/","ingen-paa-forside","","",""
"Klovborg UF","http://www.klovborg-uf.dk/","ingen-paa-forside","","",""
"Kongerslev IF","http://www.k.if.dk/","unreachable","","",""
"Kolding IF","http://www.kif-fodbold.dk/","ingen-paa-forside","","",""
"Kolind/Perstrup IF","http://www.kolind-if.dk/","ingen-paa-forside","","",""
"Klokkerholm IF","http://www.klokkerholmfodbold.dk/","ingen-paa-forside","","",""
"Kolt/Hasselager IF","http://www.khif.info/","kun-link-til-dbu","","https://mit.dbu.dk/Login.aspx?ReturnUrl=%2fkampklar","Log p&#229; Mit DBU"
"Koldingegnens Idrætsefterskole","http://www.kie.dk/","ingen-paa-forside","","",""
"Kr. Værløse IF","http://www.kvif.dk/","ingen-paa-forside","","",""
"Korsholm IF","http://www.korsholm-if.dk/","ingen-paa-forside","","",""
"Korning IF","http://www.korningif.dk/","ingen-paa-forside","","",""
"Kvaglund IF","http://www.kvaglundif.dk/","unreachable","","",""
"Korinth IF","http://www.korinth-if.dk/","ingen-paa-forside","","",""
"Kvik 70","http://www.kvik70.dk/","ingen-paa-forside","","",""
"Kvik IF","http://www.if-kvik.dk/Fodbold-92147","ingen-paa-forside","","",""
"Kvistgård IF","http://www.kvistgaard-if.dk/","ingen-paa-forside","","",""
"KR 70","http://www.kr70.dk/","unreachable","","",""
"Kundby IF","http://www.kundby-if.dk/","ingen-paa-forside","","",""
"Knudsker IF","http://www.knudskerif.dk/","ingen-paa-forside","","",""
"KU BK","http://www.kubk.dk/","ingen-paa-forside","","",""
"Kvong IF","http://www.kvong.dk/DK/idraetsforening.aspx","ingen-paa-forside","","",""
"Kværndrup BK","http://www.kvaerndrupboldklub.dk/","ingen-paa-forside","","",""
"Kvissel-Ravnshøj IF","http://www.kr-if.dk/","ingen-paa-forside","","",""
"Kværkeby IF","http://www.kvaerkebyif.dk/","ingen-paa-forside","","",""
"Køge Nord FC","http://www.kogenordfc.dk/","ingen-paa-forside","","",""
"Langholt Sports Klub","http://www.langholtsportsklub.dk/","ingen-paa-forside","","",""
"Langtved SG  &  IF","http://www.lsgif.dk/","ingen-paa-forside","","",""
"Langebæk Alliancen","https://www.langebaek-alliancen.dk/","ingen-paa-forside","","",""
"Kristrup B","http://www.kb1908.dk/","ingen-paa-forside","","",""
"Langeskov IF","http://www.langeskovif.dk/","ingen-paa-forside","","",""
"Køge BK","http://www.koge-boldklub.dk/","ingen-paa-forside","","",""
"Kragelund Efterskole","http://www.kragelund-efterskole.dk/","ingen-paa-forside","","",""
"Lejre IF","http://www.fclejre.dk/","kun-link-til-dbu","","https://klubservice.dbu.dk/kampklar/","DBU KampKlar"
"Lemming IF","http://www.lemmingif.dk/","ingen-paa-forside","","",""
"Lejerbo BK","http://www.lejerbo-boldklub.dk/","ingen-paa-forside","","",""
"Ledøje-Smørum Fodbold","http://www.lsf.dk/","ingen-paa-forside","","",""
"Levring Efterskole","http://www.levring-efterskole.dk/","ingen-paa-forside","","",""
"Liria FK","http://www.liriafk.dk/","unreachable","","",""
"Lisbjerg FC","http://www.lisbjergfc.dk/","unreachable","","",""
"Linde B","http://www.lindeboldklub.dk/","ingen-paa-forside","","",""
"LKB/Gistrup","http://www.lkb.dk/","ingen-paa-forside","","",""
"Lellinge IF","http://www.lellingeif.dk/","ingen-paa-forside","","",""
"Listrup U&IF","http://www.luif.dk/","ingen-paa-forside","","",""
"Lomborg Gymnastik- og Idrætsefterskole","http://www.lomborg-efterskole.dk/","ingen-paa-forside","","",""
"Lumby IF 88","http://www.lif88.dk/","ingen-paa-forside","","",""
"Lemvig GF","http://www.lemviggf.dk/","ingen-paa-forside","","",""
"Lindved GF","http://www.lindved-gf.dk/","ingen-paa-forside","","",""
"Lunderskov Efterskole","http://www.lunderskov-efterskole.dk/","ingen-paa-forside","","",""
"Lund IF","http://www.lundif.dk/","ingen-paa-forside","","",""
"Lundtoft IF","http://www.lif-fodbold.dk/","unreachable","","",""
"Lunderskov B","http://www.lunderskovboldklub.dk/","ingen-paa-forside","","",""
"Lynge-Broby IF","http://www.lb-i.dk/","ingen-paa-forside","","",""
"Lundtofte Boldklub","http://www.lundtofte-boldklub.dk/","ingen-paa-forside","","",""
"Lyngby Boldklub 1921","http://www.lyngby-boldklub1921.dk/","ingen-paa-forside","","",""
"Lundergård IU","http://www.liuf.dk/","ingen-paa-forside","","",""
"Lendum UGI","http://www.lugi.dk/","ingen-paa-forside","","",""
"Lyngsaa B","http://www.lyngsaaboldklub.dk/","ingen-paa-forside","","",""
"Løgstrup G&IF","http://www.lgif.dk/","ingen-paa-forside","","",""
"Løgum IF","http://www.loegumfodbold.dk/","unreachable","","",""
"Lysabild SG","http://www.lysabildsg.dk/","ingen-paa-forside","","",""
"Lystrup IF","http://www.lystrupfodbold.dk/","egen-kampklar-side","true","https://www.lystrupfodbold.dk/traener-leder/dbu-appen/kampklar/","KAMPKLAR"
"Løgumkloster Efterskole","http://www.lme.dk/","ingen-paa-forside","","",""
"Løvel IF","http://www.tjelevestsport.dk/","unreachable","","",""
"Løgstør IF","http://www.logstorif.dk/","ingen-paa-forside","","",""
"Løsning IF","http://www.losningif.dk/","ingen-paa-forside","","",""
"Mammen IF","http://www.mammenif.dk/","ingen-paa-forside","","",""
"Løjt IF","http://www.loejt-if.dk/","ingen-paa-forside","","",""
"Lyngs Idrætsefterskole","http://www.l-i-e.dk/","ingen-paa-forside","","",""
"Lynge-Uggeløse IF","http://www.lui.dk/","ingen-paa-forside","","",""
"Marslev G & IF","http://www.mgif.dk/","unreachable","","",""
"Låsby B","http://www.laasbyboldklub.dk/","ingen-paa-forside","","",""
"Maribo BK","http://www.maribobk.dk/","ingen-paa-forside","","",""
"Mariehøj Kammeraterne Silkeborg","http://www.mks-silkeborg.dk/","ingen-paa-forside","","",""
"Marstal IF","http://www.marstalif.dk/","ingen-paa-forside","","",""
"Mejrup GU","http://www.mejrup-fodbold.dk/","ingen-paa-forside","","",""
"Mejdal-Halgård Fodbold","http://www.mejdal-fodbold.dk/","ingen-paa-forside","","",""
"Mern UIF","http://www.mernif.dk/","ingen-paa-forside","","",""
"Mina Hindholm Efterskole","http://minahindholm.dk/","unreachable","","",""
"Midtals IF","http://www.mif.dk/","ingen-paa-forside","","",""
"Melby-Liseleje IF","http://www.mli-fodbold.dk/","ingen-paa-forside","","",""
"Mosede BK","http://www.mosedeboldklub.dk/","ingen-paa-forside","","",""
"Langaa IK","http://www.langaa-ik.dk/","ingen-paa-forside","","",""
"Mot G & U","http://www.mot-gu.dk/","ingen-paa-forside","","",""
"Møgeltønder UIF","http://muif.dk/","unreachable","","",""
"Morud IF","http://www.morud.dk/fodbold","ingen-paa-forside","","",""
"Munkebo BK","http://www.munkebobk.dk/","ingen-paa-forside","","",""
"MG & BK","http://www.mg-bk.dk/","ingen-paa-forside","","",""
"Mellerup Efterskole","http://www.mellerupefterskole.dk/","ingen-paa-forside","","",""
"Møns FK","http://www.mons-fk.dk/","ingen-paa-forside","","",""
"Møldrup/Tostrup IF","http://www.mtif.dk/","ingen-paa-forside","","",""
"Mou IF","http://www.mou-if.dk/","ingen-paa-forside","","",""
"Mønsted IF","http://www.mønsted-fodbold.dk/","ingen-paa-forside","","",""
"Mørke IF","http://www.moerkeif.dk/","ingen-paa-forside","","",""
"Mørkhøj Sportsklub","http://moerkhoej-sportsklub.dk/","ingen-paa-forside","","",""
"Mørkøv IF","http://www.morkovif-fodbold.dk/","ingen-paa-forside","","",""
"Nexø B.","http://www.nbboldklub.dk/","ingen-paa-forside","","",""
"Naur-Sir-Krunderup","http://www.nsk-fodbold.dk/","ingen-paa-forside","","",""
"NFS - Nørremarkens forenede Sportsklubber","http://www.nfsvejle.dk/","ingen-paa-forside","","",""
"NB 93, Aarhus","http://www.nb93.dk/","ingen-paa-forside","","",""
"Mariager IK","http://www.mariager-ik.dk/","ingen-paa-forside","","",""
"Nivå-Kokkedal FK","http://www.nivaa-kokkedal-fodboldklub.dk/","ingen-paa-forside","","",""
"Nim IF","http://www.nimif.dk/","ingen-paa-forside","","",""
"Måløv BK","http://www.mb-boldklub.dk/","ingen-paa-forside","","",""
"Nordenskov IF","http://www.nuif.dk/","ingen-paa-forside","","",""
"Nibe B","http://www.nibeboldklub.dk/","ingen-paa-forside","","",""
"Nord-Als B","http://www.nordals-boldklub.dk/","ingen-paa-forside","","",""
"Nr. Bjært/Strandhuse IF","http://www.nbsif.dk/","ingen-paa-forside","","",""
"Nordfalster FB","http://www.nordfalsterfb.dk/","ingen-paa-forside","","",""
"Nordvestmors BK","http://www.nordvestmors.dk/","ingen-paa-forside","","",""
"Nr. Lyndelse / Søby F.C.","http://www.nrlyndelsefodbold.dk/","ingen-paa-forside","","",""
"Måbjerg IF","http://www.maabjergif.dk/","ingen-paa-forside","","",""
"Nr. Aaby IK","http://www.nikfodbold.dk/","ingen-paa-forside","","",""
"Nors B","http://norsbk.dk/","ingen-paa-forside","","",""
"NUGF Viborg","http://www.nugf.dk/","egen-kampklar-side","true","https://www.nugf.dk/traenerloungen/kampklar/","Kampklar"
"Nyker IF","http://www.nyker-if.dk/","ingen-paa-forside","","",""
"Nyborg G & IF","http://www.nyborggif-fodbold.dk/","ingen-paa-forside","","",""
"Lunde B","http://www.lundeboldklub.dk/","ingen-paa-forside","","",""
"Nyråd IF","http://www.nyraadfodbold.dk/","ingen-paa-forside","","",""
"Ny Kappel Boldklub 07","http://www.bricksite.com/nykappelboldklub07","ingen-paa-forside","","",""
"Notmark SU","http://www.nsu-als.dk/","ingen-paa-forside","","",""
"Nykøbing IF","http://www.nykoebingif.dk/","ingen-paa-forside","","",""
"Nykøbing FC (professional)","http://www.nykobingfc.dk/","egen-kampklar-side","false","https://www.nykobingfc.dk/ungdom/foraeldre/kampklar-til-foraeldre/","Kampklar til for&#230;ldre"
"Nykøbing FC","http://www.nykobingfc.dk/","egen-kampklar-side","false","https://www.nykobingfc.dk/ungdom/foraeldre/kampklar-til-foraeldre/","Kampklar til for&#230;ldre"
"Næsbjerg/Rousthøje UI","http://www.nrui.dk/","ingen-paa-forside","","",""
"Nødebo IF","http://www.nif.dk/","ingen-paa-forside","","",""
"Næsby BK","http://www.naesbyboldklub.dk/","egen-kampklar-side","true","https://www.naesbyboldklub.dk/praktisk-info/ny-i-klubben/foraeldre/kampklar/","Kampklar"
"Næstved FC 77","http://www.fc77.dk/","ingen-paa-forside","","",""
"Næstved I.F.","http://www.niffodbold.dk/","ingen-paa-forside","","",""
"Næsby (professional)","http://www.naesbyboldklub.dk/","egen-kampklar-side","true","https://www.naesbyboldklub.dk/praktisk-info/ny-i-klubben/foraeldre/kampklar/","Kampklar"
"Nustrup UF","http://www.nustrupuf.dk/","ingen-paa-forside","","",""
"Nørrebro United","http://www.nbunited.dk/","egen-kampklar-side","true","https://www.nbunited.dk/bliv-medlem/fodbold-afdeling-4-19-aar/kampklar-hjaelp/","Kampklar hj&#230;lp"
"Nørresundby Forenede Boldklubber","http://www.norresundbyfb.dk/","ingen-paa-forside","","",""
"Oddense-Otting UGF","http://www.oddense-idræt.dk/","unreachable","","",""
"Næstved BK (professional)","http://www.naestvedboldklub.dk/","ingen-paa-forside","","",""
"OB Q","http://www.odenseq.dk/","ingen-paa-forside","","",""
"Old Boys 1945","http://www.oldboys1945.dk/","unreachable","","",""
"Nørre Alslev BK","http://www.nab-boldklub.dk/","egen-kampklar-side","false","https://www.nab-boldklub.dk/ind-udmeldelse/mit-dbu-og-kampklar/","Mit DBU og KampKlar"
"Olympic Amager KIF - Afventer","http://olyamagerkulture.dk/","unreachable","","",""
"Olympia Øster Hurup IF","http://olympia1938.dk/","ingen-paa-forside","","",""
"Nørbæk Efterskole","http://nørbækefterskole.dk/","ingen-paa-forside","","",""
"Nøvlingskov Efterskole","http://www.noevlingskov.dk/","ingen-paa-forside","","",""
