name,website,category,deepLooksLikeGuide,matchUrl,matchText
"Osted IF","http://www.fclejre.dk/","kun-link-til-dbu","","https://klubservice.dbu.dk/kampklar/","DBU KampKlar"
"ORI-Fodbold","http://www.ori-bold.dk/","ingen-paa-forside","","",""
"Orient GI","http://www.orientexpressen.dk/","ingen-paa-forside","","",""
"Pan Fodbold","http://www.panfodbold.dk/","unreachable","","",""
"Phønix Efterskole","http://phoenixefterskole.dk/","unreachable","","",""
"Nøvling FK","http://www.nfknet.dk/","ingen-paa-forside","","",""
"Politiets Idrætsforening","http://www.pifodbold.dk/","ingen-paa-forside","","",""
"Otterup Bold- og Idrætsklub","http://www.ob-ik.dk/","ingen-paa-forside","","",""
"Odense Boldklub","http://www.obfodbold.dk/","ingen-paa-forside","","",""
"Overlund GF","http://www.overlundgf.dk/","ingen-paa-forside","","",""
"Odder Fodbold","http://www.odderfodbold.dk/","egen-kampklar-side","false","https://www.odderfodbold.dk/boern/klubaand/kampklar-for-spillere-foraeldre/","KampKlar for spillere/for&#230;ldre"
"Præstø IF","http://www.praestoif.dk/","ingen-paa-forside","","",""
"Ramløse Fodbold IF","http://www.ramlosefodbold.dk/","ingen-paa-forside","","",""
"PSI/Serritslev","https://www.klub-psi.dk/","ingen-paa-forside","","",""
"Raklev GI","http://www.raklev.dk/","ingen-paa-forside","","",""
"Poulstrup Vrejlev 81","http://www.pv81.dk/","ingen-paa-forside","","",""
"Randers Freja","http://www.randersfreja.dk/","ingen-paa-forside","","",""
"Ramme-Lomborg IF","http://www.rlif.dk/","ingen-paa-forside","","",""
"Randers KFUM Fodbold","http://kfumfodboldranders.dk/","ingen-paa-forside","","",""
"Ranum Efterskole","http://www.ranumefterskole.dk/","ingen-paa-forside","","",""
"Rebild Efterskole","http://www.rebildefterskole.dk/","ingen-paa-forside","","",""
"Randlev/Boulstrup IF","http://rbif.dk/","ingen-paa-forside","","",""
"Ravnsbjerg IF","http://www.ravnsbjerg-if.dk/","ingen-paa-forside","","",""
"Reerslev IF","http://www.reerslevif.dk/","ingen-paa-forside","","",""
"Resenbro UIF","http://www.ruif.dk/","ingen-paa-forside","","",""
"Rebæk IF","http://www.rebaekif.dk/","egen-kampklar-side","false","https://www.rebaekif.dk/klubben/platforme/kampklar/","Kampklar"
"Ravsted UI","http://www.ravsted.dk/","ingen-paa-forside","","",""
"Poulsker IF","http://www.pif.dk/","ingen-paa-forside","","",""
"Ribe BK","http://www.ribeboldklub.dk/","ingen-paa-forside","","",""
"Ringe BK","http://www.rb27.dk/","ingen-paa-forside","","",""
"Rindum SU","http://www.rindumsu.dk/","ingen-paa-forside","","",""
"Ringkøbing IF","http://www.ringkobingif.dk/","ingen-paa-forside","","",""
"Ringsted IF","http://www.rif-fodbold.dk/","ingen-paa-forside","","",""
"Rise S & IF","http://www.rise-sif.dk/","ingen-paa-forside","","",""
"Ringsted Pigefodbold","http://www.ringstedpigefodbold.dk/","ingen-paa-forside","","",""
"Roholte BK","http://www.roholtebk.dk/","unreachable","","",""
"Rosendal IK","http://www.ikrosendal.dk/","ingen-paa-forside","","",""
"Rinkenæs Efterskole","http://www.rinkenaes.dk/","ingen-paa-forside","","",""
"RKG Fodbold","http://www.rkg-fodbold.dk/","ingen-paa-forside","","",""
"Rolfsted IF","http://www.rolfsted-if.dk/","ingen-paa-forside","","",""
"Romalt IF","http://www.romaltif.dk/","ingen-paa-forside","","",""
"Rosenhøj BK","http://www.rosenhojboldklub.dk/","ingen-paa-forside","","",""
"Roslev IK","http://www.roslev-ik.dk/","ingen-paa-forside","","",""
"Roskilde Boldklub","http://www.rb1906.dk/","ingen-paa-forside","","",""
"Roskilde Pigefodbold","http://roskildepigefodbold.dk/","kun-link-til-dbu","","https://mit.dbu.dk/Login.aspx?ReturnUrl=%2fMyTeam%2fMyTeams.aspx#","KampKlar"
"Rudkøbing BK","http://www.r-b.dk/","ingen-paa-forside","","",""
"Røde Stjerne FC, Skive","http://www.rsfcs.dk/","ingen-paa-forside","","",""
"Ry Fodbold","http://ryfodbold.dk/","kun-link-til-dbu","","https://klubservice.dbu.dk/kampklar/vejledning/til-spillere-og-foraeldre/","Kampklar vejledning"
"Ryslinge BK","http://www.ryslingeboldklub.dk/","ingen-paa-forside","","",""
"Rødding IF","http://www.roedding-if.dk/","ingen-paa-forside","","",""
"Rønne f.B.","http://www.ronnefb.dk/","unreachable","","",""
"Rødvig G&I","https://www.rodvig-gi.dk/","ingen-paa-forside","","",""
"Rønne IK","http://www.roenneik.dk/","ingen-paa-forside","","",""
"Rødekro IF","http://www.roedekrofodbold.dk/","ingen-paa-forside","","",""
"Rønnede IF","http://www.roennedeif.dk/fodbold","ingen-paa-forside","","",""
"Røde Stjerne BK","http://www.roede-stjerne.dk/","ingen-paa-forside","","",""
"Rågelund Efterskole","http://www.raagelund.com/","ingen-paa-forside","","",""
"Rørby-Værslev IF","http://www.rvif.dk/fodbold","ingen-paa-forside","","",""
"S.K.F.I.F.","http://www.skfif.dk/","ingen-paa-forside","","",""
"Rørvig IF","http://www.roervig-if.dk/","kun-link-til-dbu","","https://mit.dbu.dk/Login.aspx?ReturnUrl=%2fMyTeam%2fMyTeams.aspx#","Kampklar"
"Saltum IF","http://www.saltumif.dk/","ingen-paa-forside","","",""
"Resen/Humlum IF","http://www.rhif.dk/","ingen-paa-forside","","",""
"Sallingsund FC","http://www.sallingsundfc.dk/","ingen-paa-forside","","",""
"Sabro IF","http://www.sabro-if.dk/","ingen-paa-forside","","",""
"Sandby  GF","http://www.sandby-gf.dk/","ingen-paa-forside","","",""
"Saxild IF","http://www.saxild-if.dk/","ingen-paa-forside","","",""
"Sanderum BK","http://www.sanderumboldklub.dk/","ingen-paa-forside","","",""
"Sandved-Tornemark IF","http://www.stif.dk/","ingen-paa-forside","","",""
"Sdr. Hygum B","http://www.voresboldklub.dk/","unreachable","","",""
"Over Jerstal Fodboldklub","https://www.facebook.com/groups/232566707259146","ingen-paa-forside","","",""
"SC Amager","http://www.facebook.com/SportingClubAmager","ingen-paa-forside","","",""
"Sdr. Rind/Vinkel IF","http://www.svif4ever.dk/","unreachable","","",""
"Sct. Jørgens IF","http://www.sjsi.dk/","ingen-paa-forside","","",""
"Sdr. Felding GIF","http://www.sfgif.dk/","ingen-paa-forside","","",""
"Sejs Svejbæk IF","http://www.sejssvejbaek-if.dk/","ingen-paa-forside","","",""
"Sierslev FC","http://www.sierslevfc.dk/","unreachable","","",""
"SfB","http://www.sfb.dk/","ingen-paa-forside","","",""
"SIF Assentoft","http://www.fodboldsif.dk/","unreachable","","",""
"Seest B","http://www.seestboldklub.dk/","ingen-paa-forside","","",""
"Silkeborg B","http://www.silkeborgboldklub.dk/","ingen-paa-forside","","",""
"Silkeborg IF Q","http://www.sifq.dk/","ingen-paa-forside","","",""
"Silkeborg IF","http://www.silkeborgiffodbold.dk/","ingen-paa-forside","","",""
"Sindal IF","http://www.sindalfodbold.dk/","ingen-paa-forside","","",""
"Sengeløse GI","http://www.sengeloese.dk/","ingen-paa-forside","","",""
"Silkeborg KFUM","http://www.silkeborgkfum.dk/","ingen-paa-forside","","",""
"SIK Viborg, fodbold","http://www.sik-fodbold.dk/","egen-kampklar-side","true","https://www.sik-fodbold.dk/traener/dbu-kampklar/","DBU KampKlar"
"Sjørslev/Demstrup IF","http://www.sdif.dk/","ingen-paa-forside","","",""
"Sinding GIF","http://www.sindinggif.dk/","ingen-paa-forside","","",""
"Skagen IK","http://www.skagenik.dk/","ingen-paa-forside","","",""
"Skalbjerg BK","http://www.skalbjerg-bk.dk/","ingen-paa-forside","","",""
"SINE Sportsefterskole","http://www.sine.dk/","ingen-paa-forside","","",""
"Skals FF","http://www.skalsff.dk/","ingen-paa-forside","","",""
"Skallerup/Vennebjerg IF","http://www.svif.dk/","ingen-paa-forside","","",""
"Skeby GF","http://www.skebygf.dk/","ingen-paa-forside","","",""
"Skelund IF","http://www.skelund-fodbold.dk/","unreachable","","",""
"Skelde GF","http://www.skelde.dk/","unreachable","","",""
"Skanderup Efterskole","http://www.skanderupefterskole.dk/","ingen-paa-forside","","",""
"Skibby IK","http://www.skibbyik.dk/","ingen-paa-forside","","",""
"Rønde Efterskole","http://www.rhe.dk/","unreachable","","",""
"Sdr. Omme IF","http://www.soifsport.dk/","ingen-paa-forside","","",""
"Skibsby-Højene IF","http://www.shi-sport.dk/","ingen-paa-forside","","",""
"Skibet IF","http://www.skibet-if.dk/","ingen-paa-forside","","",""
"Skive IK","http://www.skive-ik.dk/","ingen-paa-forside","","",""
"Skive IK (professional)","http://www.skive-ik.dk/","ingen-paa-forside","","",""
"Sjørring B","http://www.sjoerringbk.dk/","ingen-paa-forside","","",""
"Skjern GF","http://www.sgfodbold.dk/","ingen-paa-forside","","",""
"Skodborg IF","http://www.sif-skodborg.dk/","ingen-paa-forside","","",""
"Nørager IF","http://www.nif-rif.dk/","unreachable","","",""
"Skovsgaard B","http://www.skovsgaard-boldklub.dk/","ingen-paa-forside","","",""
"Skovby GF","http://www.skovbygf.dk/","ingen-paa-forside","","",""
"Skovshoved Idrætsforening","http://www.skovshoved-fodbold.dk/","ingen-paa-forside","","",""
"Skensved IF","http://www.skensvedif.dk/fodbold","ingen-paa-forside","","",""
"Skårup IF","http://www.skaarup-if.dk/","ingen-paa-forside","","",""
"Skægkær IF Centrum","http://www.ifcentrum.dk/","ingen-paa-forside","","",""
"Skibbild-Nøvling Idræt og Motion","http://www.skibbild-noevling.dk/sif","ingen-paa-forside","","",""
"Skælskør Boldklub og Idrætsforening","http://www.sb-i.dk/","egen-guide","true","https://www.sb-i.dk/om-klubben/guide-til-kampklar/","Guide til KampKlar"
"Skødstrup SF","http://www.skoedstrup-fodbold.dk/","egen-guide","true","https://www.skoedstrup-fodbold.dk/andre/vejledning-til-kampklar/","Vejledning til Kampklar"
"Slaglille-Bjernede GI","http://www.sbgi.dk/","ingen-paa-forside","","",""
"Slagslunde-Ganløse IF","http://www.sgif.dk/","ingen-paa-forside","","",""
"Sole IF","http://www.soleif.dk/","ingen-paa-forside","","",""
"Slangerup & Omegn IF","http://www.soif.dk/","egen-guide","false","https://www.soif.dk/traenerbasen/kampklar/dbu-app-vejledning/","DBU App vejledning"
"Snejbjerg SG&I","http://www.snejbjergsgi.dk/","ingen-paa-forside","","",""
"Skovlund Efterskole","http://www.ske.dk/","ingen-paa-forside","","",""
"Sommersted IF","http://www.sommersted-if.dk/","ingen-paa-forside","","",""
"Snekkersten IF","http://www.sif-fodbold.dk/","ingen-paa-forside","","",""
"Sommersted Efterskole","http://www.sommerstedefterskole.dk/","ingen-paa-forside","","",""
"Slagelse B&I","http://www.slagelseboldklub.dk/","ingen-paa-forside","","",""
"Spangsbjerg IF","http://www.spangsbjergif.dk/","ingen-paa-forside","","",""
"SMIFF09","http://www.smiff09.dk/","ingen-paa-forside","","",""
"Spjald IF","http://www.spjaldif.dk/","ingen-paa-forside","","",""
"Solrød FC","http://www.solrodfc.dk/","egen-kampklar-side","false","https://www.solrodfc.dk/solroed-fc/gode-traenerraad/kampklar/","Kampklar"
"Spøttrup Motion & Sport","http://www.spottrupms.dk/","ingen-paa-forside","","",""
"SS Skjold","http://www.skjold-glud.dk/","ingen-paa-forside","","",""
"Sportsefterskolen Sjælsølund","http://www.sjaelsoelund.dk/","ingen-paa-forside","","",""
"Starup UIF","http://www.fodbold.starup-uif.dk/","unreachable","","",""
"Sportsefterskolen Aabybro","http://www.sportsefterskolen.dk/","ingen-paa-forside","","",""
"Stauning/Dejbjerg UI","http://www.uogi.dk/","ingen-paa-forside","","",""
"Sparkær IF","http://www.sparkaerif.dk/","ingen-paa-forside","","",""
"ST 70","http://www.st70.dk/","ingen-paa-forside","","",""
"Stenløse BK","http://www.stenloese-bk.dk/","ingen-paa-forside","","",""
"Spentrup IF","http://www.spentrupif.dk/","ingen-paa-forside","","",""
"Stilling IF","http://www.stillingfodbold.dk/","ingen-paa-forside","","",""
"Stillinge IF","http://www.stillingeif.dk/","ingen-paa-forside","","",""
"Stavtrup IF Fodbold","http://www.stavtrupfodbold.dk/","ingen-paa-forside","","",""
"Stenstrup IF","http://stenstrupif.dk/","ingen-paa-forside","","",""
"Store Heddinge BK","http://www.storeheddingeboldklub.dk/","ingen-paa-forside","","",""
"Store Lyngby IF","http://stlyngbyif.dk/","ingen-paa-forside","","",""
"Strandby IF Farsø","http://www.strandbyif.dk/","unreachable","","",""
"St. Restrup IF","http://www.strestrupif.dk/","ingen-paa-forside","","",""
"Strellev/Lyne GU","http://www.slgu.dk/","ingen-paa-forside","","",""
"Stoholm IF","http://www.stoholm-if.dk/fodbold","ingen-paa-forside","","",""
"Stepping IF","http://www.stepping.dk/","ingen-paa-forside","","",""
"Storvorde/Sejlflod B","http://www.ssb-storvorde.dk/","egen-kampklar-side","true","https://www.ssb-storvorde.dk/klubinfo/kampklar/","Kampklar"
"Strandby-Elling-Nielstrup IF Fodbold","http://www.seiffodbold.dk/","ingen-paa-forside","","",""
"Struer B","http://www.struerboldklub.dk/","ingen-paa-forside","","",""
"Strib IF","http://www.stribif.dk/","ingen-paa-forside","","",""
"Stensballe IK","http://www.stensballeikfodbold.dk/","ingen-paa-forside","","",""
"SUB Ullerslev","http://www.sub-ullerslev.dk/","ingen-paa-forside","","",""
"Stubbekøbing BK","http://www.sb-boldklub.dk/","ingen-paa-forside","","",""
"Sundby Thy IK","http://www.sundbythy.dk/","ingen-paa-forside","","",""
"Sundeved Efterskoles IF","http://www.sundeved-efterskole.dk/","ingen-paa-forside","","",""
"Støvring IF Fodbold","http://www.siffodbold.dk/","ingen-paa-forside","","",""
"Sulsted IF","http://www.sulstedif.dk/","ingen-paa-forside","","",""
"Sundby Boldklub","http://www.sundbyboldklub.dk/","ingen-paa-forside","","",""
"Svendborg Efterskole","http://rantz.dk/","unreachable","","",""
"Suså IF","http://www.susaaif.dk/","ingen-paa-forside","","",""
"Svinninge IF","http://svinningeif.dk/","ingen-paa-forside","","",""
"Sunds IF","http://www.sundsif.dk/","kun-link-til-dbu","","http://mit.dbu.dk/MyTeam/MyTeams.aspx","Kampklar"
"Syd- & Østsjællands","http://www.soef.dk/","unreachable","","",""
"Svogerslev BK","http://www.svogerslev-bk.dk/","ingen-paa-forside","","",""
"Sydmors IF","http://www.sydmors.dk/","ingen-paa-forside","","",""
"Rørbæk IF","http://www.nif-rif.dk/","unreachable","","",""
"STUK Overbygning","http://stuk.dk/","ingen-paa-forside","","",""
"Svenstrup-Godthåb IF","http://www.sgifklub.dk/","ingen-paa-forside","","",""
"Svaneke Idræts Klub","http://www.svaneke-ik.dk/","ingen-paa-forside","","",""
"Stidsholt IF (Efterskole)","http://www.stidsholt.dk/","ingen-paa-forside","","",""
"Sædding/G IF","http://www.sgi-fodbold.dk/","ingen-paa-forside","","",""
"Sydvestjysk Fodbolddommerklub","http://www.sfdk.dk/","ingen-paa-forside","","",""
"Søllested IF","http://www.sifbold.dk/","unreachable","","",""
"Syvsten IF","http://www.syvstenif.dk/","ingen-paa-forside","","",""
"Søften GF","http://www.sgf-fodbold.dk/","kun-link-til-dbu","","https://mit.dbu.dk/Login.aspx?ReturnUrl=%2f","KampKlar"
"Søllinge Sport og Fritid","http://www.sollingeboldklub.dk/","ingen-paa-forside","","",""
"Sønderborg Boldklub","http://www.sonderborgboldklub.dk/","ingen-paa-forside","","",""
"Søhus IF","http://www.soehusstige.dk/","ingen-paa-forside","","",""
"Sønderris SK","http://www.soenderris-sk.dk/","ingen-paa-forside","","",""
"Sønderbro Fight","http://www.sonderbro-fight.dk/","ingen-paa-forside","","",""
"Sønderborg Fremad","http://www.sonderborgfremad.dk/","egen-kampklar-side","false","https://www.sonderborgfremad.dk/klub-info/kampklar/","Kampklar"
"Sørup IF","http://www.facebook.com/soerupif","ingen-paa-forside","","",""
"Sønderjydsk Fodbolddommerklub","http://www.sonderjydsk-fodbolddommer.dk/","ingen-paa-forside","","",""
"Studenter Settlementets Boldklub","http://www.ssb-sport.dk/","ingen-paa-forside","","",""
"Såby Fodbold","http://www.saabyfodbold.dk/","ingen-paa-forside","","",""
"Søndersø BK","http://www.sondersobk.dk/","egen-kampklar-side","false","https://www.sondersobk.dk/kontakt-os/kampklaransvarlig/","Kampklaransvarlig"
"Tarm IF","http://www.tarmif.dk/","ingen-paa-forside","","",""
"Taulov/Skærbæk IF","http://www.tsiffodbold.dk/","ingen-paa-forside","","",""
"Tarp B","http://www.tarpboldklub.dk/","egen-kampklar-side","true","https://www.tarpboldklub.dk/klubben/manualer/kampklar-app-en/","Kampklar app&#39;en"
"Sønderup/Suldrup IK Frem","http://wp.ikfrem.dk/fodbold","ingen-paa-forside","","",""
"Taps.dk - By- og IF","http://www.taps.dk/","unreachable","","",""
"Team Viborg","http://teamviborg.dk/","ingen-paa-forside","","",""
"Tarup/Paarup IF","http://www.tpifodbold.dk/","ingen-paa-forside","","",""
"Terslev G&IF","http://www.tgif.dk/","ingen-paa-forside","","",""
"Terndrup IF","http://www.terndrupif.dk/","ingen-paa-forside","","",""
"Sydøstjysk Fodbolddommerklub","http://www.sydoestjyskdommer.dk/","ingen-paa-forside","","",""
"Tejn IF","http://www.tejnif.dk/","ingen-paa-forside","","",""
"Them GF","http://www.themgf.dk/","ingen-paa-forside","","",""
"Thurø BK af 1920","http://www.thuroeboldklub.dk/","ingen-paa-forside","","",""
"Thyland idrætsefterskole","http://www.thyland.dk/","unreachable","","",""
"Thisted FC","http://www.thistedfc.dk/","ingen-paa-forside","","",""
"Thisted FC (professional)","http://www.thistedfc.dk/","ingen-paa-forside","","",""
"Thyregod SF Frem","http://www.frem-thyregod.dk/","ingen-paa-forside","","",""
"Thorup/Klim B","http://www.thorupklimboldklub.dk/","ingen-paa-forside","","",""
"Tirstrup Idrætsefterskole","http://www.tirstrup-ie.dk/","ingen-paa-forside","","",""
"Tistrup B","http://www.tistrupboldklub.dk/","ingen-paa-forside","","",""
"Tinglev IF","http://www.tinglevif.dk/","ingen-paa-forside","","",""
"Tingsted BK","http://www.tingsted-boldklub.dk/","ingen-paa-forside","","",""
"Thyholm IF","http://www.thyholm-if.dk/","ingen-paa-forside","","",""
"Toftlund IF","http://www.tiffodbold.dk/","ingen-paa-forside","","",""
"Toksværd Olstrup Fodbold","http://www.t-o-f.dk/","ingen-paa-forside","","",""
"Tilsted IK","http://www.tilstedik.dk/","ingen-paa-forside","","",""
"Tisvildeleje GF","http://www.vtfodbold.dk/","ingen-paa-forside","","",""
"Tornby IF","http://www.tornbyif.dk/","ingen-paa-forside","","",""
"Tommerup BK","http://www.tommerupbk.dk/","ingen-paa-forside","","",""
"Thorning IF","http://www.thorningif.dk/fodbold_65","ingen-paa-forside","","",""
"Torpedo AT","http://www.facebook.dk/ATTorpedo","ingen-paa-forside","","",""
"Tranum GF","http://www.tranumgf.dk/","ingen-paa-forside","","",""
"tst Fodbold","http://www.tst-fodbold.dk/","kun-link-til-dbu","","https://klubservice.dbu.dk/kampklar/vejledning/til-spillere-og-foraeldre/","DBUS FODBOLDAPP OG KAMPKLAR"
"Tjørring IF","http://www.tjoerring-fodbold.dk/","ingen-paa-forside","","",""
"Thorsø/Tungelund IF","http://www.t-if.dk/","ingen-paa-forside","","",""
"Tvis KFUM & IF","http://fodbold.tvisby.dk/","unreachable","","",""
"Tuse Næs BK","http://www.tusenaesboldklub.dk/","ingen-paa-forside","","",""
"Tylstrup IF","http://www.tuif.dk/","ingen-paa-forside","","",""
"Tved BK","http://www.tvedboldklub.dk/","egen-kampklar-side","true","https://www.tvedboldklub.dk/kampklar/","KampKlar"
"Tuse IF","http://www.tusefodbold.dk/","ingen-paa-forside","","",""
"Trustrup-Ålsrode IF","http://www.taaif.dk/","ingen-paa-forside","","",""
"Tølløse BK","http://www.tbk-fodbold.dk/","ingen-paa-forside","","",""
"Tølløse Privat- og Efterskole","http://tpoe.dk/","ingen-paa-forside","","",""
"Torslunde-Ishøj IF","http://www.tiif.dk/fodbold/","ingen-paa-forside","","",""
"Taarbæk IF","http://www.taarbaekif.dk/","ingen-paa-forside","","",""
"Tømmerup GU","http://www.tgu.klub-modul.dk/","ingen-paa-forside","","",""
"Tørring IF","http://www.toerring-if.dk/","ingen-paa-forside","","",""
"Tårup IF","http://www.taarupif.dk/","ingen-paa-forside","","",""
"Tønder SF","http://www.tsf-fodbold.dk/","egen-kampklar-side","false","https://www.tsf-fodbold.dk/traenerinfo/kampklar/","Kampklar"
"Tune IF","http://www.tune-if.dk/","ingen-paa-forside","","",""
"Taastrup FC","http://www.taastrupfc.com/","ingen-paa-forside","","",""
"Ubberud IF","http://www.ubberud-if.dk/","ingen-paa-forside","","",""
"Tåsinge f. B.","http://www.taasingefb.dk/","egen-kampklar-side","true","https://www.taasingefb.dk/for-medlemmer/dbu-fodbold-app-kampklar/","DBU Fodbold app (Kampklar)"
"Uldum IF","http://www.uldum-if.dk/","ingen-paa-forside","","",""
"Uhre GIF","http://www.uhregif.dk/","ingen-paa-forside","","",""
"Tårnby FF","http://www.taarnbyff.dk/","egen-kampklar-side","true","https://www.taarnbyff.dk/holdoversigt/boern-ungdom/kampklar/","KampKlar"
"Ulsted B","http://www.ulstedboldklub.dk/","ingen-paa-forside","","",""
"Ubby Fri- og Efterskole","http://ubby.dk/","ingen-paa-forside","","",""
"Ulbjerg IF","http://www.ulbjergif.dk/","ingen-paa-forside","","",""
"Uvelse IF","http://www.uif.dk/","ingen-paa-forside","","",""
"Vadum IF","http://www.vadum-fodbold.dk/","ingen-paa-forside","","",""
"Tårs/Ugilt IF","http://www.taars-ugilt-if.dk/","ingen-paa-forside","","",""
"University College Lillebælt Football Club","http://www.facebook.com/UCLFC","ingen-paa-forside","","",""
"Undløse BK","http://www.ub1901.dk/","ingen-paa-forside","","",""
"Systofte BK","http://www.systofte-boldklub.dk/","unreachable","","",""
"Valsgård IF 83","http://www.vif83.dk/","ingen-paa-forside","","",""
"Vanløse Idræts Forening","http://www.vanloeseif.dk/","egen-guide","true","https://www.vanloeseif.dk/medlemskab/kampklar-vejledning/","KampKlar (Vejledning)"
"Vandel Efterskole","http://www.vandelefterskole.dk/","ingen-paa-forside","","",""
"Vallensbæk IF","http://www.vallensbaek-if.dk/","kun-link-til-dbu","","https://mit.dbu.dk/Login.aspx?ReturnUrl=%2fMyTeam%2fMyTeams.aspx#","Login Kampklar"
"Vamdrup IF","http://www.viffodbold.dk/","ingen-paa-forside","","",""
"Varnæs/Bovrup IF","http://www.vbif.dk/","ingen-paa-forside","","",""
"Vatanspor","http://www.vatanspor.dk/","ingen-paa-forside","","",""
"Veddum IF","http://www.veddumif.dk/","kun-link-til-dbu","","https://mit.dbu.dk/MyTeam/MyTeams.aspx#","Kampklar"
"Valby Boldklub","http://www.valbyboldklub.dk/","ingen-paa-forside","","",""
"Varde IF","http://www.vardeif.dk/","ingen-paa-forside","","",""
"Veflinge G &  IF","http://www.vgif.dk/","ingen-paa-forside","","",""
"Vejby IF","http://www.vtfodbold.dk/","ingen-paa-forside","","",""
"Vejen SF","http://www.vejensf.dk/","ingen-paa-forside","","",""
"Vejle B","http://www.vejleboldklub.dk/","egen-kampklar-side","true","https://www.vejleboldklub.dk/medlemmer/traenere/dbu-kampklar/","DBU Kampklar"
"Vejgaard B","http://www.vejgaard-bk.dk/","ingen-paa-forside","","",""
"Vejle FC","http://www.vejlefc.dk/","ingen-paa-forside","","",""
"Vejle Fodbolddommerklub","http://www.vejlefodbolddommerklub.dk/","ingen-paa-forside","","",""
"Vellev IF","http://www.vellev-if.dk/","ingen-paa-forside","","",""
"Vejlby Skovbakken Aarhus","http://www.vskaarhus.dk/","egen-guide","false","https://www.vskaarhus.dk/login/administration/kluboffice/vejledninger/adgang-til-et-holds-kampklar/","Adgang til et holds KampKlar"
"Veksø IF","http://www.veksoe-if.dk/","ingen-paa-forside","","",""
"Vejle Kammeraterne","http://www.vejle-kammeraterne.dk/","egen-kampklar-side","false","https://www.vejle-kammeraterne.dk/fodbold/ind-og-ud-meldelser/mit-dbu-kampklar-driblr/","Mit DBU, Kampklar &amp; Driblr"
"Vemmelev BK","http://www.vemmelev-boldklub.dk/","ingen-paa-forside","","",""
"Vejle Idrætsefterskole","http://www.vies.dk/","ingen-paa-forside","","",""
"Vestbirk Musik- & Sportsefterskole","http://www.vestbirk-efterskole.dk/","ingen-paa-forside","","",""
"Vester Hjermitslev B","http://www.123hjemmeside.dk/vhb","unreachable","","",""
"Vester Hassing GF","http://www.vhg.dk/","ingen-paa-forside","","",""
"Vesterborg Efterskole","http://vesterborgefterskole.dk/","unreachable","","",""
"Vesterbro Alliancen","http://www.fcva.dk/","unreachable","","",""
"Vestervig/Agger IF","http://www.vaif.dk/","unreachable","","",""
"Vestsjællands idrætsefterskole","http://www.efterskole.nu/","unreachable","","",""
"Verninge IF","http://www.verningeif.dk/","egen-kampklar-side","true","https://www.verningeif.dk/traener/kampklar-for-traener/","Kampklar for tr&#230;ner"
"Vejrumbro Boldklub","http://www.vejrumbroboldklub.dk/","ingen-paa-forside","","",""
"Viborg Vestermarken","http://www.vugf.dk/","ingen-paa-forside","","",""
"Viborg FF","http://www.viborg-ff.dk/","ingen-paa-forside","","",""
"Viby IF","http://www.vibyfodbold.dk/","ingen-paa-forside","","",""
"Videbæk IF","http://www.vif-fodbold.dk/","ingen-paa-forside","","",""
"Viborg B67","http://www.viborgb67.dk/","ingen-paa-forside","","",""
"Velling UIF","http://www.vuif.eu/","ingen-paa-forside","","",""
"Vildbjerg SF","http://www.vsf-fodbold.dk/","ingen-paa-forside","","",""
"Vinderslev IF","http://www.vinderslev-if.dk/","ingen-paa-forside","","",""
"Viking Fodbold","http://www.vikingfodbold.dk/","ingen-paa-forside","","",""
"Vinding SF","http://www.vsffodbold.dk/","ingen-paa-forside","","",""
"Viborg FF Oldboys 2003","http://www.vff.dk/","ingen-paa-forside","","",""
"Vinderup IK","http://www.vinderup-ik.dk/","ingen-paa-forside","","",""
"Vindinge IF","http://www.vindinge-if.dk/","ingen-paa-forside","","",""
"Vindinge BK","http://www.vindingeboldklub.dk/","ingen-paa-forside","","",""
"Vipperød BK","http://www.vipperod-bk.dk/","ingen-paa-forside","","",""
"Virring Fodbold","http://www.virringfodbold.dk/","ingen-paa-forside","","",""
"VIF, Mors","http://www.vifmors.dk/","ingen-paa-forside","","",""
"Visborg IF","http://www.visborg-if.dk/","unreachable","","",""
"Virklund B","http://www.virklundboldklub.dk/","ingen-paa-forside","","",""
"Vittrup Efterskole - Lukket ??","http://www.vittrupefterskole.dk/","unreachable","","",""
"Vinding UIF","http://www.vinding-uif.dk/","ingen-paa-forside","","",""
"Vivild IF","http://www.vivild-if.dk/","ingen-paa-forside","","",""
"Vivild Gymnastik- og Idrætsefterskole","http://www.vgi.dk/","ingen-paa-forside","","",""
"Virup IF","http://www.virupif.dk/","ingen-paa-forside","","",""
"Virum-Sorgenfri BK","http://www.vsb-fodbold.dk/","egen-guide","true","https://www.vsb-fodbold.dk/vaerdier-retningslinier/foraeldre/kampklar-vejledning/","KAMPKLAR VEJLEDNING"
"Vissenbjerg G & IF","http://www.vgif-fodbold.dk/","ingen-paa-forside","","",""
"Vestbjerg IF","http://www.vestbjergif.dk/fodbold","ingen-paa-forside","","",""
"Vodskov IF","http://www.vodskovfodbold.dk/","ingen-paa-forside","","",""
"Voersaa IF","http://www.voersaa-if.dk/","ingen-paa-forside","","",""
"Vojens BI","http://www.vbi.dk/","ingen-paa-forside","","",""
"Vonsild FK","http://www.vonsildfodboldklub.dk/","ingen-paa-forside","","",""
"Vorgod-Barde Motion og fritid","http://www.vorgodbardehallen.dk/","ingen-paa-forside","","",""
"Vorupør B","http://www.voruporbk.dk/","unreachable","","",""
"Vordingborg IF","http://www.vifnet.dk/","ingen-paa-forside","","",""
